D://crw_data//np.array\source1174\code\np.dot_einsum_replace0.py,ValueError: einstein sum subscripts string contains too many subscripts for operand 0,"writer.writerow([url, 238, 'np.dot(weights_mean, y_model_preds)',
    ""np.einsum('ij,jm->im',weights_mean, y_model_preds)"", t1, t2, 'np.dot',
    'np.einsum'])
",ValueError
D://crw_data//df.fillna\source32\code\np.dot_einsum_replace1.py,ValueError: einstein sum subscripts string contains too many subscripts for operand 1,"writer.writerow([url, 200,
    'np.dot(input_x.transpose().iloc[1:], h - true_output_y)',
    ""np.einsum('ij,jm->im',input_x.transpose().iloc[1:], h - true_output_y)"",
    t1, t2, 'np.dot', 'np.einsum'])
",ValueError
D://crw_data//np.concatenate\source113\code\np.dot_einsum_replace2.py,ValueError: einstein sum subscripts string contains too many subscripts for operand 0,"writer.writerow([url, 155, 'np.dot((one_y - y).T, np.log(one_H - H))',
    ""np.einsum('ij,jm->im',(one_y - y).T, np.log(one_H - H))"", t1, t2,
    'np.dot', 'np.einsum'])
",ValueError
D://crw_data//np.concatenate\source113\code\np.dot_einsum_replace3.py,ValueError: einstein sum subscripts string contains too many subscripts for operand 0,"writer.writerow([url, 155, 'np.dot(-y.T, np.log(H))',
    ""np.einsum('ij,jm->im',-y.T, np.log(H))"", t1, t2, 'np.dot', 'np.einsum'])
",ValueError
D://crw_data//np.abs\source105\code\np.hstack_replace0.py,AssertionError,"writer.writerow([url, 163,
    'np.hstack([X_train, month_model.predict(month_values.reshape(-1, 1))])',
    'np.append(X_train, month_model.predict(month_values.reshape(-1, 1)), axis=1)'
    , t1, t2, 'np.hstack', 'np.append'])
",AssertionError
D://crw_data//np.abs\source106\code\np.hstack_replace0.py,AssertionError,"writer.writerow([url, 163,
    'np.hstack([X_train, month_model.predict(month_values.reshape(-1, 1))])',
    'np.append(X_train, month_model.predict(month_values.reshape(-1, 1)), axis=1)'
    , t1, t2, 'np.hstack', 'np.append'])
",AssertionError
D://crw_data//np.abs\source3\code\np.hstack_replace0.py,AssertionError,"writer.writerow([url, 193, 'np.hstack([X_train, month_avg_values])',
    'np.append(X_train, month_avg_values, axis=1)', t1, t2, 'np.hstack',
    'np.append'])
",AssertionError
D://crw_data//np.abs\source105\code\np.hstack_concatenate_replace0.py,AssertionError,"writer.writerow([url, 163,
    'np.hstack([X_train, month_model.predict(month_values.reshape(-1, 1))])',
    'np.concatenate([X_train, month_model.predict(month_values.reshape(-1, 1))], axis=1)'
    , t1, t2, 'np.hstack', 'np.concatenate'])
",AssertionError
D://crw_data//np.abs\source106\code\np.hstack_concatenate_replace0.py,AssertionError,"writer.writerow([url, 163,
    'np.hstack([X_train, month_model.predict(month_values.reshape(-1, 1))])',
    'np.concatenate([X_train, month_model.predict(month_values.reshape(-1, 1))], axis=1)'
    , t1, t2, 'np.hstack', 'np.concatenate'])
",AssertionError
D://crw_data//np.abs\source3\code\np.hstack_concatenate_replace0.py,AssertionError,"writer.writerow([url, 193, 'np.hstack([X_train, month_avg_values])',
    'np.concatenate([X_train, month_avg_values], axis=1)', t1, t2,
    'np.hstack', 'np.concatenate'])
",AssertionError
D://crw_data//df.astype\source2\code\np.linalg.norm_replace1.py,AssertionError,"writer.writerow([url, 444, ""np.linalg.norm(grads['dW' + str(L)])"",
    ""np.sqrt(np.square(grads['dW' + str(L)]).sum())"", t1, t2,
    'np.linalg.norm', 'np.sqrt_sum'])
",AssertionError
D://crw_data//np.linalg.norm\source4\code\np.linalg.norm_replace0.py,TypeError: \'axis\' is an invalid keyword to ufunc \'square\',"writer.writerow([url, 16, 'np.linalg.norm(c[1:] - c[:-1], axis=1)',
    'np.sqrt(np.square(c[1:] - c[:-1], axis=1).sum())', t1, t2,
    'np.linalg.norm', 'np.sqrt_sum'])
",TypeError
D://crw_data//pd.read_csv\source1761\code\np.ndarray.dot_tensordot_replace3.py,AssertionError,"writer.writerow([url, 130, 'test.dot(Theta)',
    'np.tensordot(test,Theta,axes=1)', t1, t2, 'np.ndarray.dot',
    'np.tensordot'])
",AssertionError
D://crw_data//df.astype\source2\code\np.ndarray.sum_einsum_replace0.py,ValueError: einstein sum subscripts string contains too many subscripts for operand 0,"writer.writerow([url, 74, 'np.sum(t, axis=0)', ""np.einsum('ij->j',np)"", t1,
    t2, 'np.ndarray.sum', 'np.einsum'])
",ValueError
D://crw_data//df.fillna\source20\code\np.ndarray.sum_einsum_replace0.py,"ValueError: operand has more dimensions than subscripts given in einstein sum, but no \'...\' ellipsis provided to broadcast the extra dimensions.","writer.writerow([url, 63, 'dataset.isnull().values.sum()',
    ""np.einsum('i->',dataset.isnull().values)"", t1, t2, 'np.ndarray.sum',
    'np.einsum'])
",ValueError
D://crw_data//df.fillna\source33\code\np.ndarray.sum_einsum_replace0.py,ValueError: einstein sum subscripts string contains too many subscripts for operand 0,"writer.writerow([url, 29, 'np.sum(probs ** 2)', ""np.einsum('i->',np)"", t1,
    t2, 'np.ndarray.sum', 'np.einsum'])
",ValueError
D://crw_data//df.fillna\source44\code\np.ndarray.sum_einsum_replace0.py,"ValueError: operand has more dimensions than subscripts given in einstein sum, but no \'...\' ellipsis provided to broadcast the extra dimensions.","writer.writerow([url, 96, 'test_df.isnull().sum()',
    ""np.einsum('i->',test_df.isnull())"", t1, t2, 'np.ndarray.sum', 'np.einsum']
    )
",ValueError
D://crw_data//df.iloc\source20\code\np.ndarray.sum_einsum_replace0.py,"ValueError: operand has more dimensions than subscripts given in einstein sum, but no \'...\' ellipsis provided to broadcast the extra dimensions.","writer.writerow([url, 44, 'df.iloc[:, a:b].sum(1)',
    ""np.einsum('i->',df.iloc[:, a:b])"", t1, t2, 'np.ndarray.sum', 'np.einsum'])
",ValueError
D://crw_data//df.iloc\source30\code\np.ndarray.sum_einsum_replace0.py,AssertionError,"writer.writerow([url, 69, 'df.sum(axis=0)', ""np.einsum('ij->j',df)"", t1, t2,
    'np.ndarray.sum', 'np.einsum'])
",AssertionError
D://crw_data//df.iloc\source65\code\np.ndarray.sum_einsum_replace0.py,ValueError: einstein sum subscripts string contains too many subscripts for operand 0,"writer.writerow([url, 93, 'np.sum(b_s)', ""np.einsum('i->',np)"", t1, t2,
    'np.ndarray.sum', 'np.einsum'])
",ValueError
D://crw_data//df.loc\source88\code\np.ndarray.sum_einsum_replace0.py,"ValueError: operand has more dimensions than subscripts given in einstein sum, but no \'...\' ellipsis provided to broadcast the extra dimensions.","writer.writerow([url, 61,
    ""df_train.groupby('idhogar')['parentesco1'].sum()"",
    ""np.einsum('i->',df_train.groupby('idhogar')['parentesco1'])"", t1, t2,
    'np.ndarray.sum', 'np.einsum'])
",ValueError
D://crw_data//np.append\source47\code\np.ndarray.sum_einsum_replace0.py,ValueError: einstein sum subscripts string contains too many subscripts for operand 0,"writer.writerow([url, 143, 'np.sum(fractions_dog[1:, :1], axis=1)',
    ""np.einsum('ij->i',np)"", t1, t2, 'np.ndarray.sum', 'np.einsum'])
",ValueError
D://crw_data//np.arange\source253\code\np.ndarray.sum_einsum_replace0.py,AssertionError,"writer.writerow([url, 151, 'np.sum(train_unique_counts)',
    ""np.einsum('i->',np)"", t1, t2, 'np.ndarray.sum', 'np.einsum'])
",AssertionError
D://crw_data//np.arange\source311\code\np.ndarray.sum_einsum_replace0.py,ValueError: einstein sum subscripts string contains too many subscripts for operand 0,"writer.writerow([url, 34, 'sa.sum(axis=0)', ""np.einsum('ij->j',sa)"", t1, t2,
    'np.ndarray.sum', 'np.einsum'])
",ValueError
D://crw_data//np.arange\source315\code\np.ndarray.sum_einsum_replace0.py,ValueError: einstein sum subscripts string contains too many subscripts for operand 0,"writer.writerow([url, 112, 'np.sum(np.sqrt(np.power(y_test - y_pre, 2)))',
    ""np.einsum('i->',np)"", t1, t2, 'np.ndarray.sum', 'np.einsum'])
",ValueError
D://crw_data//np.arange\source33\code\np.ndarray.sum_einsum_replace0.py,ValueError: einstein sum subscripts string contains too many subscripts for operand 0,"writer.writerow([url, 184,
    'np.sum((np.log1p(tr_preds) - np.log1p(tr_test_y)) ** 2)',
    ""np.einsum('i->',np)"", t1, t2, 'np.ndarray.sum', 'np.einsum'])
",ValueError
D://crw_data//pd.read_csv\source476\code\np.ndarray.sum_einsum_replace0.py,NameError: name \'np\' is not defined,"writer.writerow([url, 84, 'svd.explained_variance_ratio_.sum()',
    ""np.einsum('i->',svd.explained_variance_ratio_)"", t1, t2,
    'np.ndarray.sum', 'np.einsum'])
",NameError
D://crw_data//df.astype\source2\code\np.ndarray.sum_einsum_replace1.py,ValueError: einstein sum subscripts string contains too many subscripts for operand 0,"writer.writerow([url, 96, 'np.sum(logprobs)', ""np.einsum('i->',np)"", t1, t2,
    'np.ndarray.sum', 'np.einsum'])
",ValueError
D://crw_data//df.fillna\source20\code\np.ndarray.sum_einsum_replace1.py,"ValueError: operand has more dimensions than subscripts given in einstein sum, but no \'...\' ellipsis provided to broadcast the extra dimensions.","writer.writerow([url, 75, 'dataset.isnull().sum()',
    ""np.einsum('i->',dataset.isnull())"", t1, t2, 'np.ndarray.sum', 'np.einsum']
    )
",ValueError
D://crw_data//np.arange\source385\code\np.sumcount_nonzero_replace0.py,AssertionError,"writer.writerow([url, 131, ""np.sum(data_p[data_p['Pclass'] == 3]['Fare'])"",
    ""np.count_nonzero(data_p[data_p['Pclass'] == 3]['Fare'])"", t1, t2,
    'np.sum', 'np.count_nonzero'])
",AssertionError
D://crw_data//df.fillna\source48\code\np.ndarray.sum_count_nonzero_replace0.py,AssertionError,"writer.writerow([url, 47, 'df.memory_usage().sum()',
    'np.count_nonzero(df.memory_usage(),)', t1, t2, 'np.ndarray.sum',
    'np.count_nonzero'])
",AssertionError
D://crw_data//df.iloc\source30\code\np.ndarray.sum_count_nonzero_replace0.py,AssertionError,"writer.writerow([url, 69, 'df.sum(axis=0)', 'np.count_nonzero(df,axis=0)',
    t1, t2, 'np.ndarray.sum', 'np.count_nonzero'])
",AssertionError
D://crw_data//df.iloc\source33\code\np.ndarray.sum_count_nonzero_replace0.py,AssertionError: occurred at index E\xe6\xb4\xbe,"writer.writerow([url, 104, 'row.sum()', 'np.count_nonzero(row,)', t1, t2,
    'np.ndarray.sum', 'np.count_nonzero'])
",AssertionError
D://crw_data//df.loc\source88\code\np.ndarray.sum_count_nonzero_replace0.py,"ValueError: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().","writer.writerow([url, 61,
    ""df_train.groupby('idhogar')['parentesco1'].sum()"",
    ""np.count_nonzero(df_train.groupby('idhogar')['parentesco1'],)"", t1, t2,
    'np.ndarray.sum', 'np.count_nonzero'])
",ValueError
D://crw_data//np.arange\source311\code\np.ndarray.sum_count_nonzero_replace0.py,ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all().,"writer.writerow([url, 34, 'sa.sum(axis=0)', 'np.count_nonzero(sa,axis=0)',
    t1, t2, 'np.ndarray.sum', 'np.count_nonzero'])
",ValueError
D://crw_data//np.arange\source406\code\np.ndarray.sum_count_nonzero_replace0.py,AssertionError,"writer.writerow([url, 98, 'preds.score.sum()',
    'np.count_nonzero(preds.score,)', t1, t2, 'np.ndarray.sum',
    'np.count_nonzero'])
",AssertionError
D://crw_data//np.arange\source409\code\np.ndarray.sum_count_nonzero_replace0.py,AssertionError,"writer.writerow([url, 42, 'temp[features].sum(axis=1)',
    'np.count_nonzero(temp[features],axis=1)', t1, t2, 'np.ndarray.sum',
    'np.count_nonzero'])
",AssertionError
D://crw_data//np.argmax\source76\code\np.ndarray.sum_count_nonzero_replace0.py,AssertionError,"writer.writerow([url, 39, 'np.exp(X).sum()', 'np.count_nonzero(np.exp(X),)',
    t1, t2, 'np.ndarray.sum', 'np.count_nonzero'])
",AssertionError
D://crw_data//np.argsort\source56\code\np.ndarray.sum_count_nonzero_replace0.py,AssertionError,"writer.writerow([url, 31, 'df_all.isnull().sum()',
    'np.count_nonzero(df_all.isnull(),)', t1, t2, 'np.ndarray.sum',
    'np.count_nonzero'])
",AssertionError
D://crw_data//df.fillna\source48\code\np.ndarray.sum_count_nonzero_replace1.py,AssertionError,"writer.writerow([url, 72, 'df.memory_usage().sum()',
    'np.count_nonzero(df.memory_usage(),)', t1, t2, 'np.ndarray.sum',
    'np.count_nonzero'])
",AssertionError
D://crw_data//df.apply\source42\code\np.sum_einsum_replace0.py,AssertionError: occurred at index 0,"writer.writerow([url, 49, 'np.sum(total_weights)',
    ""np.einsum('i->',total_weights)"", t1, t2, 'np.sum', 'np.einsum'])
",AssertionError
D://crw_data//df.astype\source2\code\np.sum_einsum_replace1.py,"ValueError: operand has more dimensions than subscripts given in einstein sum, but no \'...\' ellipsis provided to broadcast the extra dimensions.","writer.writerow([url, 96, 'np.sum(logprobs)', ""np.einsum('i->',logprobs)"",
    t1, t2, 'np.sum', 'np.einsum'])
",ValueError
D://crw_data//df.iloc\source62\code\np.sum_einsum_replace0.py,AssertionError,"writer.writerow([url, 249, 'np.sum(yyy)', ""np.einsum('i->',yyy)"", t1, t2,
    'np.sum', 'np.einsum'])
",AssertionError
D://crw_data//np.arange\source315\code\np.sum_sum_replace0.py,ValueError: invalid number of arguments,"writer.writerow([url, 112, 'np.sum(np.sqrt(np.power(y_test - y_pre, 2)))',
    '(np.sqrt(np.power(y_test - y_pre).sum( 2)))', t1, t2, 'np.sum',
    'np.ndarray.sum'])
",ValueError
D://crw_data//np.sum\source101\code\np.sum_sum_replace0.py,ValueError: invalid number of arguments,"writer.writerow([url, 134,
    'np.sum(np.logical_and(y_pred == 1, y_test == 1))',
    '(np.logical_and(y_pred == 1).sum( y_test == 1))', t1, t2, 'np.sum',
    'np.ndarray.sum'])
",ValueError
D://crw_data//df.fillna\source32\code\np.transpose_column_stack_replace2.py,AttributeError: \'DataFrame\' object has no attribute \'column_stack\',"writer.writerow([url, 197, 'input_x.transpose()', 'input_x.column_stack()',
    t1, t2, 'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//df.fillna\source32\code\np.transpose_column_stack_replace3.py,AttributeError: \'DataFrame\' object has no attribute \'column_stack\',"writer.writerow([url, 200, 'input_x.transpose()', 'input_x.column_stack()',
    t1, t2, 'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.abs\source9\code\np.transpose_column_stack_replace0.py,AttributeError: column_stack not found,"writer.writerow([url, 37, 'D.transpose()', 'D.column_stack()', t1, t2,
    'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.argmax\source110\code\np.transpose_column_stack_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 103, 'activations[-2].transpose()',
    'activations[-2].column_stack()', t1, t2, 'np.transpose',
    'np.column_stack'])
",AttributeError
D://crw_data//np.argmax\source110\code\np.transpose_column_stack_replace1.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 113, 'self.weights[-l + 1].transpose()',
    'self.weights[-l + 1].column_stack()', t1, t2, 'np.transpose',
    'np.column_stack'])
",AttributeError
D://crw_data//np.argmax\source110\code\np.transpose_column_stack_replace2.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 115, 'activations[-l - 1].transpose()',
    'activations[-l - 1].column_stack()', t1, t2, 'np.transpose',
    'np.column_stack'])
",AttributeError
D://crw_data//np.array\source1065\code\np.transpose_column_stack_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 165, 'pro_data.transpose()',
    'pro_data.column_stack()', t1, t2, 'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source1083\code\np.transpose_column_stack_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 89, 'np.array([y_true, y_pred]).transpose()',
    'np.array([y_true, y_pred]).column_stack()', t1, t2, 'np.transpose',
    'np.column_stack'])
",AttributeError
D://crw_data//np.array\source238\code\np.transpose_column_stack_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 27,
    'np.array(test_validate[target_name]).transpose()',
    'np.array(test_validate[target_name]).column_stack()', t1, t2,
    'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source259\code\np.transpose_column_stack_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 159, 'np.array([y_true, y_pred]).transpose()',
    'np.array([y_true, y_pred]).column_stack()', t1, t2, 'np.transpose',
    'np.column_stack'])
",AttributeError
D://crw_data//np.array\source422\code\np.transpose_column_stack_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 26,
    'np.stack((trainX, np.ones(np.shape(trainX)[0])), axis=0).transpose()',
    'np.stack((trainX, np.ones(np.shape(trainX)[0])), axis=0).column_stack()',
    t1, t2, 'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source422\code\np.transpose_column_stack_replace1.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 28, 'trainX_.transpose()', 'trainX_.column_stack()',
    t1, t2, 'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source422\code\np.transpose_column_stack_replace2.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 28, 'trainX_.transpose()', 'trainX_.column_stack()',
    t1, t2, 'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source422\code\np.transpose_column_stack_replace3.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 31, 'q.transpose()', 'q.column_stack()', t1, t2,
    'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source422\code\np.transpose_column_stack_replace4.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 35, 'V.transpose()', 'V.column_stack()', t1, t2,
    'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source422\code\np.transpose_column_stack_replace5.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 35, 'U.transpose()', 'U.column_stack()', t1, t2,
    'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source429\code\np.transpose_column_stack_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 90, 'Theta1.transpose()', 'Theta1.column_stack()', t1,
    t2, 'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source429\code\np.transpose_column_stack_replace1.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 93, 'Theta2.transpose()', 'Theta2.column_stack()', t1,
    t2, 'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source429\code\np.transpose_column_stack_replace2.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 119, 'Theta1.transpose()', 'Theta1.column_stack()',
    t1, t2, 'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source429\code\np.transpose_column_stack_replace3.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 122, 'Theta2.transpose()', 'Theta2.column_stack()',
    t1, t2, 'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source429\code\np.transpose_column_stack_replace4.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 132, 'delta2.transpose()', 'delta2.column_stack()',
    t1, t2, 'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source429\code\np.transpose_column_stack_replace5.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 134, 'delta3.transpose()', 'delta3.column_stack()',
    t1, t2, 'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source429\code\np.transpose_column_stack_replace6.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 169, 'Theta1.transpose()', 'Theta1.column_stack()',
    t1, t2, 'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source429\code\np.transpose_column_stack_replace7.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 171, 'Theta2.transpose()', 'Theta2.column_stack()',
    t1, t2, 'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source742\code\np.transpose_column_stack_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 159, 'np.vstack((target, target_pred)).transpose()',
    'np.vstack((target, target_pred)).column_stack()', t1, t2,
    'np.transpose', 'np.column_stack'])
",AttributeError
D://crw_data//np.array\source960\code\np.transpose_column_stack_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 31, 'np.array([y_true, y_pred]).transpose()',
    'np.array([y_true, y_pred]).column_stack()', t1, t2, 'np.transpose',
    'np.column_stack'])
",AttributeError
D://crw_data//np.where\source21\code\np.transpose_column_stack_replace0.py,AttributeError: \'DataFrame\' object has no attribute \'column_stack\',"writer.writerow([url, 51, 'trainData.describe().transpose()',
    'trainData.describe().column_stack()', t1, t2, 'np.transpose',
    'np.column_stack'])
",AttributeError
D://crw_data//pd.concat\source672\code\np.transpose_column_stack_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'column_stack\',"writer.writerow([url, 22, 'np.array([y_true, y_pred]).transpose()',
    'np.array([y_true, y_pred]).column_stack()', t1, t2, 'np.transpose',
    'np.column_stack'])
",AttributeError
D://crw_data//pd.read_csv\source1761\code\np.transpose_column_stack_replace0.py,AttributeError: \'Series\' object has no attribute \'column_stack\',"writer.writerow([url, 66, '(anstrain - Pred).transpose()',
    '(anstrain - Pred).column_stack()', t1, t2, 'np.transpose',
    'np.column_stack'])
",AttributeError
D://crw_data//np.argmax\source29\code\np.vstack_concatenate_replace0.py,"ValueError: all the input arrays must have same number of dimensions, but the array at index 0 has 1 dimension(s) and the array at index 1 has 2 dimension(s)","writer.writerow([url, 179, 'np.vstack((a_0, X.T))',
    'np.concatenate((a_0, X.T), axis=0)', t1, t2, 'np.vstack',
    'np.concatenate'])
",ValueError
D://crw_data//np.argmax\source29\code\np.vstack_concatenate_replace1.py,"ValueError: all the input arrays must have same number of dimensions, but the array at index 0 has 1 dimension(s) and the array at index 1 has 2 dimension(s)","writer.writerow([url, 187, 'np.vstack((a_0, A2))',
    'np.concatenate((a_0, A2), axis=0)', t1, t2, 'np.vstack', 'np.concatenate']
    )
",ValueError
D://crw_data//np.concatenate\source113\code\np.vstack_concatenate_replace0.py,ValueError: zero-dimensional arrays cannot be concatenated,"writer.writerow([url, 177, 'np.vstack((1.0, a_1))',
    'np.concatenate((1.0, a_1), axis=0)', t1, t2, 'np.vstack',
    'np.concatenate'])
",ValueError
D://crw_data//np.concatenate\source113\code\np.vstack_concatenate_replace1.py,ValueError: zero-dimensional arrays cannot be concatenated,"writer.writerow([url, 185, 'np.vstack((1.0, np.dot(theta_0, a_0)))',
    'np.concatenate((1.0, np.dot(theta_0, a_0)), axis=0)', t1, t2,
    'np.vstack', 'np.concatenate'])
",ValueError
D://crw_data//np.hstack\source53\code\np.vstack_concatenate_replace0.py,"ValueError: all the input arrays must have same number of dimensions, but the array at index 0 has 2 dimension(s) and the array at index 1 has 1 dimension(s)","writer.writerow([url, 23, 'np.vstack((catData, temp))',
    'np.concatenate((catData, temp), axis=0)', t1, t2, 'np.vstack',
    'np.concatenate'])
",ValueError
D://crw_data//np.argsort\source90\code\np.where_map_replace0.py,AttributeError: \'numpy.ndarray\' object has no attribute \'map\',"writer.writerow([url, 40,
    'np.where(np.logical_or(av < 14, av > 90), -1, av)',
    '(av).map(lambda x : 2015 - av if x >= 1900 else  av).values', t1, t2,
    'np.where', 'pd.Series.map'])
",AttributeError
D://crw_data//np.array\source397\code\np.nonzero_replace0.py,ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all().,"writer.writerow([url, 115, 'row.nonzero()', 'np.where(row)', t1, t2,
    'np.nonzero', 'np.where'])
",ValueError
D://crw_data//np.argsort\source37\code\np.where_apply_replace0.py,NameError: name \'df\' is not defined,"writer.writerow([url, 40,
    'np.where(np.logical_or(av < 14, av > 100), -1, av)',
    'pd.DataFrame(df.y.values).apply(lambda x : x < eps).replace({True: 0,False: df.y.values - eps}).values.flatten()'
    , t1, t2, 'np.where', 'pd.DataFrame.apply'])
",NameError
D://crw_data//np.array\source100\code\np.where_apply_replace0.py,NameError: name \'df\' is not defined,"writer.writerow([url, 115, 'np.where(p, 1.0, 1.1)',
    'pd.DataFrame(df.y.values).apply(lambda x : x < eps).replace({True: 0,False: df.y.values - eps}).values.flatten()'
    , t1, t2, 'np.where', 'pd.DataFrame.apply'])
",NameError
D://crw_data//np.linalg.norm\source4\code\np.where_apply_replace0.py,NameError: name \'mask\' is not defined,"writer.writerow([url, 17,
    'np.where(np.isin(path[9:-1:10], primes, True, True))',
    'pd.DataFrame(mask).apply(lambda x : x > 128).replace({True: True,False: False}).values.flatten()'
    , t1, t2, 'np.where', 'pd.DataFrame.apply'])
",NameError
D://crw_data//np.where\source155\code\np.where_apply_replace0.py,NameError: name \'pred_test_y\' is not defined,"writer.writerow([url, 37,
    'np.where(df_macro.cpi.isnull(), 1, df_macro.cpi)',
    'pd.DataFrame(pred_test_y).apply(lambda x : x > 0.5).replace({True: 1,False: 0}).values.flatten()'
    , t1, t2, 'np.where', 'pd.DataFrame.apply'])
",NameError
D://crw_data//np.where\source21\code\np.where_apply_replace0.py,NameError: name \'y_pred\' is not defined,"writer.writerow([url, 95, 'np.where(fullData.Age.isnull(), 0, 1)',
    'pd.DataFrame(y_pred[:]).apply(lambda x : x > 0.95).replace({True: 1,False: 0}).values.flatten()'
    , t1, t2, 'np.where', 'pd.DataFrame.apply'])
",NameError
D://crw_data//df.apply\source107\code\pd.DataFrame.apply_where_replace0.py,"TypeError: \'Series\' objects are mutable, thus they cannot be hashed","writer.writerow([url, 19,
    ""df.apply(lambda row: row['action_type'] if actiontypes[row['action_type']] >\t    20 else row['combined_shot_type'], axis=1)""
    ,
    "" actiontypes[df['action_type']].apply(lambda row: row['action_type'] if row >\t    20 else row['combined_shot_type'])""
    , t1, t2, 'pd.DataFrame.apply', 'pd.Series.apply'])
",TypeError
D://crw_data//df.apply\source108\code\pd.DataFrame.apply_where_replace0.py,"TypeError: \'Series\' objects are mutable, thus they cannot be hashed","writer.writerow([url, 19,
    ""df.apply(lambda row: row['action_type'] if actiontypes[row['action_type']] >\t    20 else row['combined_shot_type'], axis=1)""
    ,
    "" actiontypes[df['action_type']].apply(lambda row: row['action_type'] if row >\t    20 else row['combined_shot_type'])""
    , t1, t2, 'pd.DataFrame.apply', 'pd.Series.apply'])
",TypeError
D://crw_data//df.apply\source109\code\pd.DataFrame.apply_where_replace0.py,"TypeError: \'Series\' objects are mutable, thus they cannot be hashed","writer.writerow([url, 19,
    ""df.apply(lambda row: row['action_type'] if actiontypes[row['action_type']] >\t    20 else row['combined_shot_type'], axis=1)""
    ,
    "" actiontypes[df['action_type']].apply(lambda row: row['action_type'] if row >\t    20 else row['combined_shot_type'])""
    , t1, t2, 'pd.DataFrame.apply', 'pd.Series.apply'])
",TypeError
