1,titanic,D:\crw_data\pd.read_csv\source1700,"dataset.loc[dataset['Age'] < 0, 'Age']","dataset.ix[dataset['Age'] < 0, 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
1,titanic,D:\crw_data\pd.read_csv\source1268,"dataset.loc[(dataset['Age'] > 16) & (dataset['Age'] <= 26), 'Age']","dataset.ix[(dataset['Age'] > 16) & (dataset['Age'] <= 26), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
1,titanic,D:\crw_data\pd.read_csv\source2413,"dataset.loc[dataset['Sex'] == 'male', 'Sex']","dataset.ix[dataset['Sex'] == 'male', 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
1,titanic,D:\crw_data\pd.read_csv\source2582,"df_train.loc[df_train['Age'].isnull(), 'Age']","df_train.ix[df_train['Age'].isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
1,titanic,D:\crw_data\pd.read_csv\source1474,"dataset.loc[dataset['FamilySize'] == 1, 'IsAlone']","dataset.ix[dataset['FamilySize'] == 1, 'IsAlone']",pd.DataFrame.loc,pd.DataFrame.ix,
1,titanic,D:\crw_data\np.where\source85,"np.where(test.Embarked == 'Q', 1, 0)",(test.Embarked == 'Q').astype((test.Embarked == 'Q').dtype),np.where,np.ndarray.astype,
1,titanic,D:\crw_data\np.arange\source385,"data_p.loc[data_p['Fare'].isnull(), 'Price']","data_p.ix[data_p['Fare'].isnull(), 'Price']",pd.DataFrame.loc,pd.DataFrame.ix,
1,titanic,D:\crw_data\df.loc\source139,"df.loc[df.Age.isnull(), 'Age']","df.ix[df.Age.isnull(), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
1,titanic,D:\crw_data\df.loc\source139,"df_test['Sex'].map({'female': 0, 'male': 1})","pd.DataFrame(df_test['Sex']).replace({'female': 0, 'male': 1})",pd.Series.map,pd.DataFrame.replace,
1,titanic,D:\crw_data\pd.read_csv\source1485,"train.loc[:, ('Survived')]","train.ix[:, ('Survived')]",pd.DataFrame.loc,pd.DataFrame.ix,
1,titanic,D:\crw_data\df.apply\source14,"trainCv_temp.ix[:, 'Pclass':]","trainCv_temp.loc[:, 'Pclass':]",pd.DataFrame.ix,pd.DataFrame.loc,
1,titanic,D:\crw_data\df.apply\source14,dataFrame['Ticket'].apply(MapTicket),dataFrame['Ticket'].map(MapTicket),pd.Series.apply,pd.Series.map,
1,titanic,D:\crw_data\df.apply\source14,"dataFrame['Embarked'].map({'C': 0, 'S': 1, 'Q': 2})","pd.DataFrame(dataFrame['Embarked']).replace({'C': 0, 'S': 1, 'Q': 2})",pd.Series.map,pd.DataFrame.replace,
1,titanic,D:\crw_data\np.arange\source82,"dataset.loc[dataset['Survived'] > 1, 'Survived']","dataset.ix[dataset['Survived'] > 1, 'Survived']",pd.DataFrame.loc,pd.DataFrame.ix,
1,titanic,D:\crw_data\np.where\source156,"np.where(full.Sex == 'male', 1, 0)",(full.Sex == 'male').astype((full.Sex == 'male').dtype),np.where,np.ndarray.astype,
1,titanic,D:\crw_data\np.count_nonzero\source6,"titanic.loc[titanic['Pclass'] == 3, 'Pclass']","titanic.ix[titanic['Pclass'] == 3, 'Pclass']",pd.DataFrame.loc,pd.DataFrame.ix,
1,titanic,D:\crw_data\np.count_nonzero\source6,"np.count_nonzero(titanic.loc[titanic['Pclass'] == 3, 'Pclass'].values)","np.sum(titanic.loc[titanic['Pclass'] == 3, 'Pclass'].values!=0)",np.count_nonzero,np.sum,
1,titanic,D:\crw_data\np.count_nonzero\source6,np.where(titanic['Pclass'] == 1),np.nonzero(titanic['Pclass'] == 1),np.where,np.nonzero,
1,titanic,D:\crw_data\np.where\source157,"np.where(full_data.Sex == 'male', 1, 0)",(full_data.Sex == 'male').astype((full_data.Sex == 'male').dtype),np.where,np.ndarray.astype,
1,titanic,D:\crw_data\df.loc\source162,"df.loc[df.Age.isnull() & (df.Gender == i) & (df.Pclass == j + 1), 'Age']","df.ix[df.Age.isnull() & (df.Gender == i) & (df.Pclass == j + 1), 'Age']",pd.DataFrame.loc,pd.DataFrame.ix,
1,titanic,D:\crw_data\np.array\source195,"train.loc[train.FamilySize < 2, 'FamilyId']","train.ix[train.FamilySize < 2, 'FamilyId']",pd.DataFrame.loc,pd.DataFrame.ix,
1,titanic,D:\crw_data\df.astype\source3,"np.dot(X, theta)","np.einsum('ij,jm->im',X, theta)",np.dot,np.einsum,
1,titanic,D:\crw_data\df.astype\source3,"np.zeros((X.shape[1], 1))","np.empty((X.shape[1], 1)); r2[:]= 0",np.zeros,np.empty,
1,titanic,D:\crw_data\df.iterrows\source7,"np.where(df_train['SibSp'] + df_train['Parch'] + 1 == 1, 1, 0)",(df_train['SibSp'] + df_train['Parch'] + 1 == 1).astype((df_train['SibSp'] + df_train['Parch'] + 1 == 1).dtype),np.where,np.ndarray.astype,
1,titanic,D:\crw_data\df.iterrows\source7,"np.where(df_train['SibSp'] + df_train['Parch'] + 1 == 1, 1, 0)",(df_train['SibSp'] + df_train['Parch'] + 1).map(lambda x : 1 if x == 1 else  0).values,np.where,pd.Series.map,
1,titanic,D:\crw_data\np.zeros\source305,"dataset['Sex'].map({'female': 1, 'male': 0})","pd.DataFrame(dataset['Sex']).replace({'female': 1, 'male': 0})",pd.Series.map,pd.DataFrame.replace,
1,titanic,D:\crw_data\df.fillna\source24,np.where(X.dtypes != np.float),np.nonzero(X.dtypes != np.float),np.where,np.nonzero,
1,titanic,D:\crw_data\np.unique\source24,"train.loc[:, (['Pclass', 'Age', 'Sex', 'SibSp', 'Parch', 'Fare', 'Embarked'])]","train.ix[:, (['Pclass', 'Age', 'Sex', 'SibSp', 'Parch', 'Fare', 'Embarked'])]",pd.DataFrame.loc,pd.DataFrame.ix,
1,titanic,D:\crw_data\np.ones\source9,"train.loc[train['Sex'] == 0, 'Sex']","train.ix[train['Sex'] == 0, 'Sex']",pd.DataFrame.loc,pd.DataFrame.ix,
1,titanic,D:\crw_data\np.ones\source9,X.dot(theta),"np.tensordot(X,theta,axes=1)",np.ndarray.dot,np.tensordot,
1,web-traffic-time-series-forecasting,D:\crw_data\np.arange\source13,np.where(Visits < 1),np.nonzero(Visits < 1),np.where,np.nonzero,
1,web-traffic-time-series-forecasting,D:\crw_data\np.arange\source262,np.where(Visits < 1),np.nonzero(Visits < 1),np.where,np.nonzero,
1,web-traffic-time-series-forecasting,D:\crw_data\pd.read_csv\source3330,"test.loc[test.Visits.isnull(), 'Visits']","test.ix[test.Visits.isnull(), 'Visits']",pd.DataFrame.loc,pd.DataFrame.ix,
1,web-traffic-time-series-forecasting,D:\crw_data\np.arange\source13,row[1:].nonzero(),np.where(row[1:]),np.nonzero,np.where,
1,web-traffic-time-series-forecasting,D:\crw_data\np.arange\source262,row[1:].nonzero(),np.where(row[1:]),np.nonzero,np.where,
1,whats-cooking-kernels-only,D:\crw_data\df.iloc\source30,np.zeros([len_train]),np.empty([len_train]); r2[:]= 0,np.zeros,np.empty,
1,whats-cooking-kernels-only,D:\crw_data\df.iloc\source30,"merged_df['ingredients'].apply(','.join)","merged_df['ingredients'].map(','.join)",pd.Series.apply,pd.Series.map,
1,whats-cooking-kernels-only,D:\crw_data\pd.concat\source429,"data.loc[(data['TYPE-LABEL'] == 'TRAIN').tolist(), 'ingredients']","data.ix[(data['TYPE-LABEL'] == 'TRAIN').tolist(), 'ingredients']",pd.DataFrame.loc,pd.DataFrame.ix,
2,whats-cooking,D://crw_data//np.arange\source227\code\np.arange_replace0.py,"np.arange(0.0, 5.0, 0.01)","np.array(range(0.0, 5.0, 0.01))",np.arange,np.array,
2,whats-cooking,D://crw_data//np.arange\source227\code\np.arange_replace0.py,"np.arange(0.0, 5.0, 0.01)","np.array(range(0.0, 5.0, 0.01))",np.arange,np.array,
2,titanic,D://crw_data//df.fillna\source23\code\np.arange_replace0.py,"np.arange(0.046, 0.051, 1e-07)","np.array(range(0.046, 0.051, 1e-07))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source180\code\np.arange_replace0.py,"np.arange(predictions.shape[1], dtype=np.float32)","np.array(range(predictions.shape[1], dtype=np.float32))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source181\code\np.arange_replace0.py,"np.arange(predictions.shape[1], dtype=np.float32)","np.array(range(predictions.shape[1], dtype=np.float32))",np.arange,np.array,
2,digit-recognizer,D://crw_data//np.abs\source67\code\np.arange_replace0.py,"arange(0.0, math.pi * 4, 0.01)","array(range(0.0, math.pi * 4, 0.01))",np.arange,np.array,
2,digit-recognizer,D://crw_data//np.abs\source67\code\np.arange_replace1.py,"np.arange(-5.0, 5.0, 0.1)","np.array(range(-5.0, 5.0, 0.1))",np.arange,np.array,
2,digit-recognizer,D://crw_data//np.abs\source67\code\np.arange_replace2.py,"np.arange(-5.0, 5.0, 0.1)","np.array(range(-5.0, 5.0, 0.1))",np.arange,np.array,
2,instacart-market-basket-analysis,D://crw_data//np.arange\source2\code\np.arange_replace0.py,"np.arange(0, len(P) + 1, 1.0)","np.array(range(0, len(P) + 1, 1.0))",np.arange,np.array,
2,talkingdata-mobile-user-demographics,D://crw_data//np.arange\source204\code\np.arange_replace0.py,"np.arange(x_min, x_max, h)","np.array(range(x_min, x_max, h))",np.arange,np.array,
2,digit-recognizer,D://crw_data//np.arange\source219\code\np.arange_replace0.py,"np.arange(x_min, x_max, h)","np.array(range(x_min, x_max, h))",np.arange,np.array,
2,digit-recognizer,D://crw_data//np.arange\source219\code\np.arange_replace1.py,"np.arange(y_min, y_max, h)","np.array(range(y_min, y_max, h))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//np.arange\source296\code\np.arange_replace0.py,"np.arange(0, size, x_step)","np.array(range(0, size, x_step))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//np.arange\source296\code\np.arange_replace1.py,"np.arange(x_step, size + x_step, x_step)","np.array(range(x_step, size + x_step, x_step))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//np.arange\source296\code\np.arange_replace2.py,"np.arange(0, size, y_step)","np.array(range(0, size, y_step))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//np.arange\source296\code\np.arange_replace3.py,"np.arange(y_step, size + y_step, y_step)","np.array(range(y_step, size + y_step, y_step))",np.arange,np.array,
2,grupo-bimbo-inventory-demand,D://crw_data//np.arange\source302\code\np.arange_replace0.py,"np.arange(3.915, 3.917, 0.0001)","np.array(range(3.915, 3.917, 0.0001))",np.arange,np.array,
2,grupo-bimbo-inventory-demand,D://crw_data//np.arange\source303\code\np.arange_replace0.py,"np.arange(3, 5, 0.1)","np.array(range(3, 5, 0.1))",np.arange,np.array,
2,grupo-bimbo-inventory-demand,D://crw_data//np.arange\source35\code\np.arange_replace0.py,"np.arange(min_float, max_float, 0.1)","np.array(range(min_float, max_float, 0.1))",np.arange,np.array,
2,titanic,D://crw_data//np.arange\source385\code\np.arange_replace0.py,"np.arange(x_min, x_max, h)","np.array(range(x_min, x_max, h))",np.arange,np.array,
2,titanic,D://crw_data//np.arange\source385\code\np.arange_replace1.py,"np.arange(y_min, y_max, h)","np.array(range(y_min, y_max, h))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//np.arange\source404\code\np.arange_replace0.py,"np.arange(0, size, x_step)","np.array(range(0, size, x_step))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//np.arange\source404\code\np.arange_replace1.py,"np.arange(x_step, size + x_step, x_step)","np.array(range(x_step, size + x_step, x_step))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//np.arange\source404\code\np.arange_replace2.py,"np.arange(0, size, y_step)","np.array(range(0, size, y_step))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//np.arange\source404\code\np.arange_replace3.py,"np.arange(y_step, size + y_step, y_step)","np.array(range(y_step, size + y_step, y_step))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//np.arange\source405\code\np.arange_replace0.py,"np.arange(0, size, x_step)","np.array(range(0, size, x_step))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//np.arange\source405\code\np.arange_replace1.py,"np.arange(x_step, size + x_step, x_step)","np.array(range(x_step, size + x_step, x_step))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//np.arange\source405\code\np.arange_replace2.py,"np.arange(0, size, y_step)","np.array(range(0, size, y_step))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//np.arange\source405\code\np.arange_replace3.py,"np.arange(y_step, size + y_step, y_step)","np.array(range(y_step, size + y_step, y_step))",np.arange,np.array,
2,titanic,D://crw_data//np.arange\source99\code\np.arange_replace0.py,"np.arange(-10, 10, 0.1)","np.array(range(-10, 10, 0.1))",np.arange,np.array,
2,titanic,D://crw_data//np.arange\source99\code\np.arange_replace1.py,"np.arange(-10, 10, 0.1)","np.array(range(-10, 10, 0.1))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//pd.concat\source1142\code\np.arange_replace0.py,"np.arange(0, size, x_step)","np.array(range(0, size, x_step))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//pd.concat\source1142\code\np.arange_replace1.py,"np.arange(x_step, size + x_step, x_step)","np.array(range(x_step, size + x_step, x_step))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//pd.concat\source1142\code\np.arange_replace2.py,"np.arange(0, size, y_step)","np.array(range(0, size, y_step))",np.arange,np.array,
2,facebook-v-predicting-check-ins,D://crw_data//pd.concat\source1142\code\np.arange_replace3.py,"np.arange(y_step, size + y_step, y_step)","np.array(range(y_step, size + y_step, y_step))",np.arange,np.array,
2,digit-recognizer,D://crw_data//np.append\source23\code\np.array_fromiter_replace0.py,"np.array(data, dtype='uint8')","np.fromiter(data, dtype='uint8')",np.array,np.fromiter,
2,ghouls-goblins-and-ghosts-boo,D://crw_data//np.argmax\source76\code\np.array_fromiter_replace0.py,"np.array(X_train, dtype=np.float32)","np.fromiter(X_train, dtype=np.float32)",np.array,np.fromiter,
2,bnp-paribas-cardif-claims-management,D://crw_data//np.array\source331\code\np.array_fromiter_replace0.py,"np.array(train[i], dtype=str)","np.fromiter(train[i], dtype=str)",np.array,np.fromiter,
2,digit-recognizer,D://crw_data//np.append\source23\code\np.array_fromiter_replace1.py,"np.array(test, dtype='uint8')","np.fromiter(test, dtype='uint8')",np.array,np.fromiter,
2,ghouls-goblins-and-ghosts-boo,D://crw_data//np.argmax\source76\code\np.array_fromiter_replace1.py,"np.array(y_train, dtype=np.float32)","np.fromiter(y_train, dtype=np.float32)",np.array,np.fromiter,
2,tap30challenge,D://crw_data//np.array\source224\code\np.array_fromiter_replace1.py,"np.array(x_train, dtype=np.int32)","np.fromiter(x_train, dtype=np.int32)",np.array,np.fromiter,
2,bnp-paribas-cardif-claims-management,D://crw_data//np.array\source331\code\np.array_fromiter_replace1.py,"np.array(test[i], dtype=str)","np.fromiter(test[i], dtype=str)",np.array,np.fromiter,
2,titanic,D://crw_data//np.array\source429\code\np.array_fromiter_replace0.py,"np.array(X, dtype=float)","np.fromiter(X, dtype=float)",np.array,np.fromiter,
2,titanic,D://crw_data//np.array\source429\code\np.c__nonzero_replace6.py,"np.c_[np.ones(hiddenLayerOutput.shape[0]), hiddenLayerOutput]","np.hstack([np.ones(hiddenLayerOutput.shape[0]), hiddenLayerOutput])",np.c_,np.hstack,
2,digit-recognizer,D://crw_data//np.argmax\source22\code\np.c__nonzero_replace0.py,"np.c_[range(1, m_test + 1), p2.reshape(len(p2), 1)]","np.hstack([range(1, m_test + 1), p2.reshape(len(p2), 1)])",np.c_,np.hstack,
2,airbnb-recruiting-new-user-bookings,D://crw_data//df.iloc\source73\code\np.column_stack_vstack_replace0.py,"np.column_stack((ids, cts))","np.vstack((ids.T, cts.T)).T",np.column_stack,np.vstack,
2,titanic,D://crw_data//df.iloc\source40\code\np.column_stack_transpose_replace0.py,"np.column_stack((X_initial, train_df_as_dic[key]))","np.transpose((X_initial, train_df_as_dic[key]))",np.column_stack,np.transpose,
2,allstate-claims-severity,D://crw_data//df.iloc\source56\code\np.column_stack_transpose_replace0.py,np.column_stack(features),np.transpose(features),np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source106\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source180\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source181\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source224\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source242\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source264\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source265\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source266\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source267\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source268\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source269\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source82\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source83\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//np.arange\source28\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,house-prices-advanced-regression-techniques,D://crw_data//np.array\source1174\code\np.column_stack_vstack_replace0.py,np.column_stack([y_preds[k][i] for k in clfs]),np.vstack((y_preds[k][i] for k in clfs.T)).T,np.column_stack,np.vstack,
2,titanic,D://crw_data//df.iloc\source40\code\np.column_stack_transpose_replace2.py,"np.column_stack((X_initial, test_df_as_dic[key]))","np.transpose((X_initial, test_df_as_dic[key]))",np.column_stack,np.transpose,
2,titanic,D://crw_data//df.iloc\source40\code\np.column_stack_transpose_replace0.py,"np.column_stack((X_initial, train_df_as_dic[key]))","np.transpose((X_initial, train_df_as_dic[key]))",np.column_stack,np.transpose,
2,allstate-claims-severity,D://crw_data//df.iloc\source56\code\np.column_stack_transpose_replace0.py,np.column_stack(features),np.transpose(features),np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source106\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source180\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source181\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source224\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source242\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source264\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source265\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source266\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source267\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source268\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source269\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source82\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//df.loc\source83\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,facebook-v-predicting-check-ins,D://crw_data//np.arange\source28\code\np.column_stack_transpose_replace0.py,"np.column_stack((row_ids, pred_labels))","np.transpose((row_ids, pred_labels))",np.column_stack,np.transpose,
2,titanic,D://crw_data//df.iloc\source40\code\np.column_stack_transpose_replace2.py,"np.column_stack((X_initial, test_df_as_dic[key]))","np.transpose((X_initial, test_df_as_dic[key]))",np.column_stack,np.transpose,
2,titanic,D://crw_data//df.iloc\source40\code\np.column_stack_transpose_replace4.py,"np.column_stack((passenger, y_pred_test))","np.transpose((passenger, y_pred_test))",np.column_stack,np.transpose,
2,titanic,D://crw_data//np.append\source32\code\np.count_nonzero_sum_replace0.py,"np.count_nonzero(data[:, (1)] == '1')","np.sum(data[:, (1)] == '1'!=0)",np.count_nonzero,np.sum,
2,house-prices-advanced-regression-techniques,D://crw_data//np.array\source1174\code\np.dot_einsum_replace0.py,"np.dot(weights_mean, y_model_preds)","np.einsum('ij,jm->im',weights_mean, y_model_preds)",np.dot,np.einsum,
2,titanic,D://crw_data//df.fillna\source32\code\np.dot_einsum_replace1.py,"np.dot(input_x.transpose().iloc[1:], h - true_output_y)","np.einsum('ij,jm->im',input_x.transpose().iloc[1:], h - true_output_y)",np.dot,np.einsum,
2,titanic,D://crw_data//np.concatenate\source113\code\np.dot_einsum_replace2.py,"np.dot((one_y - y).T, np.log(one_H - H))","np.einsum('ij,jm->im',(one_y - y).T, np.log(one_H - H))",np.dot,np.einsum,
2,titanic,D://crw_data//np.concatenate\source113\code\np.dot_einsum_replace3.py,"np.dot(-y.T, np.log(H))","np.einsum('ij,jm->im',-y.T, np.log(H))",np.dot,np.einsum,
2,zillow-prize-1,D://crw_data//np.abs\source105\code\np.hstack_replace0.py,"np.hstack([X_train, month_model.predict(month_values.reshape(-1, 1))])","np.append(X_train, month_model.predict(month_values.reshape(-1, 1)), axis=1)",np.hstack,np.append,
2,zillow-prize-1,D://crw_data//np.abs\source106\code\np.hstack_replace0.py,"np.hstack([X_train, month_model.predict(month_values.reshape(-1, 1))])","np.append(X_train, month_model.predict(month_values.reshape(-1, 1)), axis=1)",np.hstack,np.append,
2,zillow-prize-1,D://crw_data//np.abs\source3\code\np.hstack_replace0.py,"np.hstack([X_train, month_avg_values])","np.append(X_train, month_avg_values, axis=1)",np.hstack,np.append,
2,zillow-prize-1,D://crw_data//np.abs\source105\code\np.hstack_concatenate_replace0.py,"np.hstack([X_train, month_model.predict(month_values.reshape(-1, 1))])","np.concatenate([X_train, month_model.predict(month_values.reshape(-1, 1))], axis=1)",np.hstack,np.concatenate,
2,zillow-prize-1,D://crw_data//np.abs\source106\code\np.hstack_concatenate_replace0.py,"np.hstack([X_train, month_model.predict(month_values.reshape(-1, 1))])","np.concatenate([X_train, month_model.predict(month_values.reshape(-1, 1))], axis=1)",np.hstack,np.concatenate,
2,zillow-prize-1,D://crw_data//np.abs\source3\code\np.hstack_concatenate_replace0.py,"np.hstack([X_train, month_avg_values])","np.concatenate([X_train, month_avg_values], axis=1)",np.hstack,np.concatenate,
2,digit-recognizer,D://crw_data//df.astype\source2\code\np.linalg.norm_replace1.py,np.linalg.norm(grads['dW' + str(L)]),np.sqrt(np.square(grads['dW' + str(L)]).sum()),np.linalg.norm,np.sqrt_sum,
2,traveling-santa-2018-prime-paths,D://crw_data//np.linalg.norm\source4\code\np.linalg.norm_replace0.py,"np.linalg.norm(c[1:] - c[:-1], axis=1)","np.sqrt(np.square(c[1:] - c[:-1], axis=1).sum())",np.linalg.norm,np.sqrt_sum,
2,titanic,D://crw_data//pd.read_csv\source1761\code\np.ndarray.dot_tensordot_replace3.py,test.dot(Theta),"np.tensordot(test,Theta,axes=1)",np.ndarray.dot,np.tensordot,
2,digit-recognizer,D://crw_data//df.astype\source2\code\np.ndarray.sum_einsum_replace0.py,"np.sum(t, axis=0)","np.einsum('ij->j',np)",np.ndarray.sum,np.einsum,
2,house-prices-advanced-regression-techniques,D://crw_data//df.fillna\source20\code\np.ndarray.sum_einsum_replace0.py,dataset.isnull().values.sum(),"np.einsum('i->',dataset.isnull().values)",np.ndarray.sum,np.einsum,
2,sberbank-russian-housing-market,D://crw_data//df.fillna\source33\code\np.ndarray.sum_einsum_replace0.py,np.sum(probs ** 2),"np.einsum('i->',np)",np.ndarray.sum,np.einsum,
2,rossmann-store-sales,D://crw_data//df.fillna\source44\code\np.ndarray.sum_einsum_replace0.py,test_df.isnull().sum(),"np.einsum('i->',test_df.isnull())",np.ndarray.sum,np.einsum,
2,santander-value-prediction-challenge,D://crw_data//df.iloc\source20\code\np.ndarray.sum_einsum_replace0.py,"df.iloc[:, a:b].sum(1)","np.einsum('i->',df.iloc[:, a:b])",np.ndarray.sum,np.einsum,
2,whats-cooking-kernels-only,D://crw_data//df.iloc\source30\code\np.ndarray.sum_einsum_replace0.py,df.sum(axis=0),"np.einsum('ij->j',df)",np.ndarray.sum,np.einsum,
2,PLAsTiCC-2018,D://crw_data//df.iloc\source65\code\np.ndarray.sum_einsum_replace0.py,np.sum(b_s),"np.einsum('i->',np)",np.ndarray.sum,np.einsum,
