1,airbnb-recruiting-new-user-bookings,https://www.kaggle.com/etherqua/airbnbdemo,df_all.date_account_created.astype(str),df_all.date_account_created.apply(str),pd.Series.astype,pd.Series.apply 
0,liberty-mutual-group-property-inspection-prediction,https://www.kaggle.com/stacyayaka/cs145,"np.hstack((x_num_data, vec_x_cat_data))","np.append(x_num_data, vec_x_cat_data, axis=1)",np.hstack,np.append
0,liberty-mutual-group-property-inspection-prediction,https://www.kaggle.com/stacyayaka/cs145,"np.hstack((x_num_test, vec_x_cat_test))","np.append(x_num_test, vec_x_cat_test, axis=1)",np.hstack,np.append
1,liberty-mutual-group-property-inspection-prediction,https://www.kaggle.com/aarotang/test-data,"np.hstack((x_num_test, vec_x_cat_test))","np.concatenate((x_num_test, vec_x_cat_test), axis=1)",np.hstack,np.concatenate
1,liberty-mutual-group-property-inspection-prediction,https://www.kaggle.com/andrewlin1006/cs145-v1,"np.hstack((x_num_data, vec_x_cat_data))","np.append(x_num_data, vec_x_cat_data, axis=1)",np.hstack,np.append
1,liberty-mutual-group-property-inspection-prediction,https://www.kaggle.com/chriscc/xgb-cv,"np.hstack((testCatVecX, testNumX))","np.concatenate((testCatVecX, testNumX), axis=1)",np.hstack,np.concatenate
1,liberty-mutual-group-property-inspection-prediction,https://www.kaggle.com/chriscc/xgb-py,"np.hstack((trainCatVecX, trainNumX))","np.append(trainCatVecX, trainNumX, axis=1)",np.hstack,np.append
1,liberty-mutual-group-property-inspection-prediction,https://www.kaggle.com/justfor/bench-stacked-generalization,"np.hstack((trainCatVecX, trainNumX))","np.append(trainCatVecX, trainNumX, axis=1)",np.hstack,np.append
1,liberty-mutual-group-property-inspection-prediction,https://www.kaggle.com/justfor/bench-stacked-generalization,"np.hstack((trainCatVecX, trainNumX))","np.concatenate((trainCatVecX, trainNumX), axis=1)",np.hstack,np.concatenate
1,liberty-mutual-group-property-inspection-prediction,https://www.kaggle.com/rtmink/cs-145-project-2c,"np.hstack((x_num_test, vec_x_cat_test))","np.append(x_num_test, vec_x_cat_test, axis=1)",np.hstack,np.append
1,liberty-mutual-group-property-inspection-prediction,https://www.kaggle.com/rtmink/cs-145-project-2c,"np.hstack((x_num_test, vec_x_cat_test))","np.concatenate((x_num_test, vec_x_cat_test), axis=1)",np.hstack,np.concatenate
1,liberty-mutual-group-property-inspection-prediction,https://www.kaggle.com/rtmink/test-101,"np.hstack((x_num_data, vec_x_cat_data))","np.append(x_num_data, vec_x_cat_data, axis=1)",np.hstack,np.append
1,liberty-mutual-group-property-inspection-prediction,https://www.kaggle.com/rtmink/test-101,"np.hstack((x_num_data, vec_x_cat_data))","np.concatenate((x_num_data, vec_x_cat_data), axis=1)",np.hstack,np.concatenate
1,liberty-mutual-group-property-inspection-prediction,https://www.kaggle.com/rtmink/test-1011,"np.hstack((x_num_test, vec_x_cat_test))","np.append(x_num_test, vec_x_cat_test, axis=1)",np.hstack,np.append
1,liberty-mutual-group-property-inspection-prediction,https://www.kaggle.com/rtmink/test-1011,"np.hstack((x_num_data, vec_x_cat_data))","np.concatenate((x_num_data, vec_x_cat_data), axis=1)",np.hstack,np.concatenate
1,liberty-mutual-group-property-inspection-prediction,https://www.kaggle.com/stacyayaka/cs145,"np.hstack((x_num_data, vec_x_cat_data))","np.concatenate((x_num_data, vec_x_cat_data), axis=1)",np.hstack,np.concatenate
0,mercedes-benz-greener-manufacturing,https://www.kaggle.com/alabsinatheer/mercedes-benz-first-model-stacking-1,"np.hstack((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed))","np.concatenate((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed), axis=1)",np.hstack,np.concatenate
0,mercedes-benz-greener-manufacturing,https://www.kaggle.com/hakeem/stacked-then-averaged-models-0-5697,"np.hstack((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed))","np.append(np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed, axis=1)",np.hstack,np.append
0,mercedes-benz-greener-manufacturing,https://www.kaggle.com/hakeem/stacked-then-averaged-models-0-5697,"np.hstack((X, out_of_fold_predictions))","np.append(X, out_of_fold_predictions, axis=1)",np.hstack,np.append
0,mercedes-benz-greener-manufacturing,https://www.kaggle.com/hakeem/stacked-then-averaged-models-0-5697,"np.hstack((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed))","np.append(np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed, axis=1)",np.hstack,np.append
0,mercedes-benz-greener-manufacturing,https://www.kaggle.com/hakeem/stacked-then-averaged-models-0-5697,"np.hstack((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed))","np.concatenate((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed), axis=1)",np.hstack,np.concatenate
0,mercedes-benz-greener-manufacturing,https://www.kaggle.com/hakeem/stacked-then-averaged-models-0-5697,"np.hstack((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed))","np.concatenate((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed), axis=1)",np.hstack,np.concatenate
0,mercedes-benz-greener-manufacturing,https://www.kaggle.com/mingruimingrui/top-3-hakeem-s-script-without-outlier-y-250,"np.hstack((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed))","np.append(np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed, axis=1)",np.hstack,np.append
0,mercedes-benz-greener-manufacturing,https://www.kaggle.com/mingruimingrui/top-3-hakeem-s-script-without-outlier-y-250,"np.hstack((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed))","np.concatenate((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed), axis=1)",np.hstack,np.concatenate
0,mercedes-benz-greener-manufacturing,https://www.kaggle.com/tilii7/you-want-outliers-we-got-them-outliers,"np.sum((points - median) ** 2, axis=-1)",((points - median) ** 2).sum( axis=-1),np.sum,np.ndarray.sum
0,mercedes-benz-greener-manufacturing,https://www.kaggle.com/tilii7/you-want-outliers-we-got-them-outliers,"np.vstack((target, target_pred))","np.column_stack((target.T, target_pred.T)).T",np.vstack,np.column_stack
0,mercedes-benz-greener-manufacturing,https://www.kaggle.com/tobikaggle/stacked-then-averaged-models-0-5697,"np.hstack((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed))","np.append(np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed, axis=1)",np.hstack,np.append
0,mercedes-benz-greener-manufacturing,https://www.kaggle.com/xcz011/mercedez,"np.hstack((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed))","np.concatenate((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed), axis=1)",np.hstack,np.concatenate
1,mercedes-benz-greener-manufacturing,https://www.kaggle.com/adityakumarsinha/stacked-then-averaged-models-private-lb-0-554,"all_data.loc[:, ('lag1')]","all_data.ix[:, ('lag1')]",pd.DataFrame.loc,pd.DataFrame.ix
1,mercedes-benz-greener-manufacturing,https://www.kaggle.com/adityakumarsinha/stacked-then-averaged-models-private-lb-0-554,"np.hstack((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed))","np.concatenate((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed), axis=1)",np.hstack,np.concatenate
1,mercedes-benz-greener-manufacturing,https://www.kaggle.com/tobikaggle/stacked-then-averaged-models-0-5697,"np.hstack((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed))","np.concatenate((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed), axis=1)",np.hstack,np.concatenate
1,mercedes-benz-greener-manufacturing,https://www.kaggle.com/xcz011/mercedez,"np.hstack((np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed))","np.append(np.reshape(self.estimator.predict(X), (-1, 1)), X_transformed, axis=1)",np.hstack,np.append
0,new-york-city-taxi-fare-prediction,https://www.kaggle.com/rom1m201363/road-grid-and-backpropagated-dijkstra-with-pytorch,np.where(closest_pickup != closest_dropoff),np.nonzero(closest_pickup != closest_dropoff),np.where,np.nonzero
0,nyc-taxi-trip-duration,https://www.kaggle.com/amazone/lightgbm-regressor,df['pickup_datetime'].apply(lambda x: int(x.split(' ')[0].split('-')[2])),df['pickup_datetime'].map(lambda x: int(x.split(' ')[0].split('-')[2])),pd.Series.apply,pd.Series.map
1,nyc-taxi-trip-duration,https://www.kaggle.com/amazone/lightgbm-regressor,df['pickup_datetime'].apply(lambda x: int(x.split(' ')[0].split('-')[1])),df['pickup_datetime'].map(lambda x: int(x.split(' ')[0].split('-')[1])),pd.Series.apply,pd.Series.map
1,nyc-taxi-trip-duration,https://www.kaggle.com/ocaudevi/passanger-flow-mapping-properties,"np.ones((1, values_pickup.shape[1]))","np.empty((1, values_pickup.shape[1])); r2.fill(1)",np.ones,np.empty
0,otto-group-product-classification-challenge,https://www.kaggle.com/muhammadzaman/knn-argpartition-and-value-of-k,"data.ix[:, 1:-1]","data.iloc[:, 1:-1]",pd.DataFrame.ix,pd.DataFrame.iloc
0,otto-group-product-classification-challenge,https://www.kaggle.com/muhammadzaman/knn-argpartition-and-value-of-k,"data.ix[:, (-1)]","data.iloc[:, (-1)]",pd.DataFrame.ix,pd.DataFrame.iloc
0,otto-group-product-classification-challenge,https://www.kaggle.com/sundancekid/sctryout,np.array(train),np.concatenate([train]),np.array,np.concatenate
0,otto-group-product-classification-challenge,https://www.kaggle.com/sundancekid/sctryout,np.array(labels),np.concatenate([labels]),np.array,np.concatenate
1,otto-group-product-classification-challenge,https://www.kaggle.com/inversion/visualizing-class-distance,"dist_metric.loc[1000:2000, ('5_10')]","dist_metric.ix[1000:2000, ('5_10')]",pd.DataFrame.loc,pd.DataFrame.ix
1,otto-group-product-classification-challenge,https://www.kaggle.com/inversion/visualizing-class-distance,np.where(label == c),np.nonzero(label == c),np.where,np.nonzero
0,PLAsTiCC-2018,https://www.kaggle.com/ogrellier/multi-core-aggregations,np.sum(b_s),"np.einsum('i->',b_s)",np.sum,np.einsum
0,PLAsTiCC-2018,https://www.kaggle.com/ogrellier/multi-core-aggregations,np.sum(a_s),"np.einsum('i->',a_s)",np.sum,np.einsum
0,PLAsTiCC-2018,https://www.kaggle.com/ogrellier/multi-core-aggregations,np.sum(a_s),"np.einsum('i->',a_s)",np.sum,np.einsum
0,PLAsTiCC-2018,https://www.kaggle.com/ogrellier/multi-core-aggregations,np.sum(b_s),(b_s).sum(),np.sum,np.ndarray.sum
0,PLAsTiCC-2018,https://www.kaggle.com/ogrellier/multi-core-aggregations,np.sum(b_s),(b_s).sum(),np.sum,np.ndarray.sum
0,PLAsTiCC-2018,https://www.kaggle.com/ogrellier/multi-core-aggregations,np.sum(b_s),(b_s).sum(),np.sum,np.ndarray.sum
0,PLAsTiCC-2018,https://www.kaggle.com/ogrellier/multi-core-aggregations,np.sum(b_s),(b_s).sum(),np.sum,np.ndarray.sum
0,PLAsTiCC-2018,https://www.kaggle.com/ogrellier/multi-core-aggregations,"np.zeros((len(df), np.unique(y).shape[0]))","np.empty((len(df), np.unique(y).shape[0])); r2[:]= 0",np.zeros,np.empty
0,PLAsTiCC-2018,https://www.kaggle.com/ogrellier/plasticc-in-a-kernel-meta-and-data,"np.sum(y_ohe.values * y_p_log, axis=0)","np.einsum('ij->j',y_ohe.values * y_p_log)",np.sum,np.einsum
0,porto-seguro-safe-driver-prediction,https://www.kaggle.com/numberswithkartik/so-you-think-xgboost-will-work,"np.c_[actual, pred, np.arange(len(actual))]","np.hstack([actual.reshape(len(actual),1),pred.reshape(len(pred),1),np.arange(len(actual)).reshape(len(actual),1)])",np.c_,np.hstack
0,porto-seguro-safe-driver-prediction,https://www.kaggle.com/yakolle/porto-lgb-prune-ensemble,a_s.sum(),"np.einsum('i->',a_s)",np.ndarray.sum,np.einsum
1,porto-seguro-safe-driver-prediction,https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,train_df[f2].apply(lambda x: str(x)),train_df[f2].map(lambda x: str(x)),pd.Series.apply,pd.Series.map
1,porto-seguro-safe-driver-prediction,https://www.kaggle.com/ievgenvp/lgbm-custom-randomizedsearchcv-lb-283,"np.c_[actual, pred, np.arange(len(actual))]","np.hstack([np.array(actual).reshape(len(actual),1), np.array(pred).reshape(len(actual),1), np.arange(len(actual)).reshape(len(actual),1)])",np.c_,np.hstack
1,porto-seguro-safe-driver-prediction,https://www.kaggle.com/ogrellier/xgb-classifier-upsampling-lb-0-283,"np.zeros((len(trn_df.columns), n_splits))","np.empty((len(trn_df.columns), n_splits)); r2[:]= 0",np.zeros,np.empty
1,porto-seguro-safe-driver-prediction,https://www.kaggle.com/yakolle/porto-lgb-prune-ensemble,"df.loc[0 == df.ps_calc_06, 'ps_calc_06']","df.ix[0 == df.ps_calc_06, 'ps_calc_06']",pd.DataFrame.loc,pd.DataFrame.ix
1,porto-seguro-safe-driver-prediction,https://www.kaggle.com/yakolle/porto-lgb-prune-ensemble,a_s.sum(),"np.count_nonzero(a_s,)",np.ndarray.sum,np.count_nonzero
0,predicting-red-hat-business-value,https://www.kaggle.com/happycube/python-ver-of-group-1-and-date-trick,np.where(~g.isnull()),np.nonzero(~g.isnull()),np.where,np.nonzero
1,predicting-red-hat-business-value,https://www.kaggle.com/scirpus/gp-lb-0-984930,"submission.loc[visibletest.outcome__grpdate == 0.0, 'outcome']","submission.ix[visibletest.outcome__grpdate == 0.0, 'outcome']",pd.DataFrame.loc,pd.DataFrame.ix
1,predicting-red-hat-business-value,https://www.kaggle.com/scirpus/gp-plus-santander-style-heuristics,"submission.loc[test.char_38.values < 40, 'outcome']","submission.ix[test.char_38.values < 40, 'outcome']",pd.DataFrame.loc,pd.DataFrame.ix
0,prudential-life-insurance-assessment,https://www.kaggle.com/alexxanderlarko/xgb-offset0501,np.ones(num_classes),np.empty(num_classes); r2.fill(1),np.ones,np.empty
0,prudential-life-insurance-assessment,https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,np.sum(E),(E).sum(),np.sum,np.ndarray.sum
0,prudential-life-insurance-assessment,https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,np.sum(E),(E).sum(),np.sum,np.ndarray.sum
0,prudential-life-insurance-assessment,https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,np.sum(E),(E).sum(),np.sum,np.ndarray.sum
0,prudential-life-insurance-assessment,https://www.kaggle.com/janekk/xgboost-with-optimized-offsets,np.ones(num_classes),np.empty(num_classes); r2.fill(1),np.ones,np.empty
0,prudential-life-insurance-assessment,https://www.kaggle.com/janekk/xgboost-with-optimized-offsets,"np.vstack((train_preds, train_preds, train['Response'].values))","np.column_stack((train_preds.T, train_preds.T, train['Response'].values.T)).T",np.vstack,np.column_stack
0,prudential-life-insurance-assessment,https://www.kaggle.com/justinabel/prud-1,"train_sample.ix[:, ('Response')]","train_sample.loc[:, ('Response')]",pd.DataFrame.ix,pd.DataFrame.loc
0,prudential-life-insurance-assessment,https://www.kaggle.com/justinabel/prud-1,"X.ix[:, (column)]","X.loc[:, (column)]",pd.DataFrame.ix,pd.DataFrame.loc
0,prudential-life-insurance-assessment,https://www.kaggle.com/justinabel/prud-1,"X.ix[:, (column)]","X.loc[:, (column)]",pd.DataFrame.ix,pd.DataFrame.loc
0,prudential-life-insurance-assessment,https://www.kaggle.com/justinabel/prud-1,"X.ix[nans, column]","X.loc[nans, column]",pd.DataFrame.ix,pd.DataFrame.loc
0,prudential-life-insurance-assessment,https://www.kaggle.com/justinabel/prud-1,"test_sample.ix[:, (column)]","test_sample.loc[:, (column)]",pd.DataFrame.ix,pd.DataFrame.loc
0,prudential-life-insurance-assessment,https://www.kaggle.com/justinabel/prud-1,"test_sample.ix[:, (column)]","test_sample.loc[:, (column)]",pd.DataFrame.ix,pd.DataFrame.loc
0,prudential-life-insurance-assessment,https://www.kaggle.com/justinabel/prud-1,"test_sample.ix[nans, column]","test_sample.loc[nans, column]",pd.DataFrame.ix,pd.DataFrame.loc
0,prudential-life-insurance-assessment,https://www.kaggle.com/justinabel/prud-1,"train.ix[10001:10010, ('Response')]","train.loc[10001:10010, ('Response')]",pd.DataFrame.ix,pd.DataFrame.loc
0,prudential-life-insurance-assessment,https://www.kaggle.com/lifepreserver/simple-sklearn-randomforestclassifier,df[col].apply(lambda x: hash(str(x))),df[col].map(lambda x: hash(str(x))),pd.Series.apply,pd.Series.map
0,prudential-life-insurance-assessment,https://www.kaggle.com/michaelpawlus/testing-run-errors,all_data.Product_Info_2.str[0],all_data.Product_Info_2.map(lambda x: x[0]),pd.Series.str,pd.Series.map
0,prudential-life-insurance-assessment,https://www.kaggle.com/michaelpawlus/testing-run-errors,all_data.Product_Info_2.str[1],all_data.Product_Info_2.map(lambda x: x[1]),pd.Series.str,pd.Series.map
0,prudential-life-insurance-assessment,https://www.kaggle.com/scirpus/genetic-programming-ii-lb-0-662,train.Product_Info_2.str[1:],train.Product_Info_2.map(lambda x: x[1:]),pd.Series.str,pd.Series.map
0,prudential-life-insurance-assessment,https://www.kaggle.com/scirpus/genetic-programming-ii-lb-0-662,train.Product_Info_2.str[0],train.Product_Info_2.map(lambda x: x[0]),pd.Series.str,pd.Series.map
0,prudential-life-insurance-assessment,https://www.kaggle.com/scirpus/genetic-programming-ii-lb-0-662,test.Product_Info_2.str[0],test.Product_Info_2.map(lambda x: x[0]),pd.Series.str,pd.Series.map
0,prudential-life-insurance-assessment,https://www.kaggle.com/yangnanhai/testtest,"np.vstack((train_preds, train_preds, train['Response'].values))","np.column_stack((train_preds.T, train_preds.T, train['Response'].values.T)).T",np.vstack,np.column_stack
0,prudential-life-insurance-assessment,https://www.kaggle.com/yangnanhai/testtest,all_data.Product_Info_2.str[0],all_data.Product_Info_2.map(lambda x: x[0]),pd.Series.str,pd.Series.map
0,prudential-life-insurance-assessment,https://www.kaggle.com/yangnanhai/testtest,all_data.Product_Info_2.str[1],all_data.Product_Info_2.map(lambda x: x[1]),pd.Series.str,pd.Series.map
0,prudential-life-insurance-assessment,https://www.kaggle.com/zeroblue/xgboost-with-optimized-offsets,all_data.Product_Info_2.str[0],all_data.Product_Info_2.map(lambda x: x[0]),pd.Series.str,pd.Series.map
0,prudential-life-insurance-assessment,https://www.kaggle.com/zeroblue/xgboost-with-optimized-offsets,all_data.Product_Info_2.str[1],all_data.Product_Info_2.map(lambda x: x[1]),pd.Series.str,pd.Series.map
1,prudential-life-insurance-assessment,https://www.kaggle.com/justinabel/prud-1,train.ix[train_rows],train.loc[train_rows],pd.DataFrame.ix,pd.DataFrame.loc
1,prudential-life-insurance-assessment,https://www.kaggle.com/scirpus/genetic-programming-ii-lb-0-662,test.Product_Info_2.str[1:],test.Product_Info_2.map(lambda x: x[1:]),pd.Series.str,pd.Series.map
1,prudential-life-insurance-assessment,https://www.kaggle.com/yangnanhai/testtest,"np.vstack((test_preds, test_preds, test['Response'].values))","np.column_stack((test_preds.T, test_preds.T, test['Response'].values.T)).T",np.vstack,np.column_stack
0,pubg-finish-placement-prediction,https://www.kaggle.com/albytho/pubg-prediction-ann-implementation,"df_train.loc[:, (['winPlacePerc'])]","df_train.ix[:, (['winPlacePerc'])]",pd.DataFrame.loc,pd.DataFrame.ix
0,pubg-finish-placement-prediction,https://www.kaggle.com/albytho/pubg-prediction-ann-implementation,"df_test.loc[:, :]","df_test.ix[:, :]",pd.DataFrame.loc,pd.DataFrame.ix
0,pubg-finish-placement-prediction,https://www.kaggle.com/iwasred/pubg-finish-placement-prediction-1,"train_data.loc[:, (l)]","train_data.ix[:, (l)]",pd.DataFrame.loc,pd.DataFrame.ix
0,pubg-finish-placement-prediction,https://www.kaggle.com/nithin98/pubg-v5,np.sum(eig_val),(eig_val).sum(),np.sum,np.ndarray.sum
1,pubg-finish-placement-prediction,https://www.kaggle.com/albytho/pubg-prediction-ann-implementation,"df_train.loc[:, :]","df_train.ix[:, :]",pd.DataFrame.loc,pd.DataFrame.ix
1,pubg-finish-placement-prediction,https://www.kaggle.com/ceshine/pytorch-baseline-model,"df.loc[df.rankPoints < 0, 'rankPoints']","df.ix[df.rankPoints < 0, 'rankPoints']",pd.DataFrame.loc,pd.DataFrame.ix
1,pubg-finish-placement-prediction,https://www.kaggle.com/ceshine/pytorch-baseline-model,df[col].astype(np.float64),df[col].apply(np.float64),pd.Series.astype,pd.Series.apply
0,quora-question-pairs,https://www.kaggle.com/chechir/export-feats-kernel,np.sum(shared_weights),"np.einsum('i->',shared_weights)",np.sum,np.einsum
1,quora-question-pairs,https://www.kaggle.com/techaware/quora-1,pd.Series(df_dup['question1'].tolist()).astype(str),pd.Series(df_dup['question1'].tolist()).apply(str),pd.Series.astype,pd.Series.apply
0,recruit-restaurant-visitor-forecasting,https://www.kaggle.com/plantsgo/solution-public-0-471-private-0-505,np.sum(pr * weight),"np.einsum('i->',pr * weight)",np.sum,np.einsum
0,recruit-restaurant-visitor-forecasting,https://www.kaggle.com/tflana/simple-keras-feed-fwd-nn,np.array(full_df[coln]),np.concatenate([full_df[coln]]),np.array,np.concatenate
1,recruit-restaurant-visitor-forecasting,https://www.kaggle.com/gvyshnya/basic-prophet-ts-forecasting-framework,air_visit_data.query('air_store_id ==  + current_store_id + '),air_visit_data.loc[air_visit_data.air_store_id ==  current_store_id ],pd.DataFrame.query,pd.DataFrame.loc
1,recruit-restaurant-visitor-forecasting,https://www.kaggle.com/hubifeng/jack-japan-s-python-version,date_info.calendar_date.dt.weekday.map(week_dict),date_info.calendar_date.dt.weekday.replace(week_dict),pd.Series.map,pd.Series.replace
1,recruit-restaurant-visitor-forecasting,https://www.kaggle.com/riteshsinha/single-xgboost-model-public-lb-481,"date_info.loc[wkend_holidays, 'holiday_flg']","date_info.ix[wkend_holidays, 'holiday_flg']",pd.DataFrame.loc,pd.DataFrame.ix
0,rossmann-store-sales,https://www.kaggle.com/inpefess/xgboost-in-python-with-rmspe,"data.loc[data['StateHoliday'] == 'a', 'StateHoliday']","data.ix[data['StateHoliday'] == 'a', 'StateHoliday']",pd.DataFrame.loc,pd.DataFrame.ix
0,rossmann-store-sales,https://www.kaggle.com/justdoit/xgboost-in-python-with-rmspe,df[featureCol].map(lambda x: 1 if x == val else 0),"np.where( df[featureCol] == val , 1 ,0)",pd.Series.map,np.where
0,rossmann-store-sales,https://www.kaggle.com/justdoit/xgboost-in-python-with-rmspe,data['StoreType'].map(lambda y: 1 if y == x else 0),"np.where( data['StoreType'] == x , 1 ,0)",pd.Series.map,np.where
0,rossmann-store-sales,https://www.kaggle.com/saihttam/understanding-rmspe,"np.ones(shape=(nsamples, 1))","np.empty(shape=(nsamples, 1)); r2.fill(1)",np.ones,np.empty
0,rossmann-store-sales,https://www.kaggle.com/vinhnguyen/evolutionary-algorithms-for-param-tuning,df[featureCol].map(lambda x: 1 if x == val else 0),"np.where( df[featureCol] == val , 1 ,0)",pd.Series.map,np.where
0,rossmann-store-sales,https://www.kaggle.com/vinhnguyen/evolutionary-algorithms-for-param-tuning,data['StoreType'].map(lambda y: 1 if y == x else 0),"np.where( data['StoreType'] == x , 1 ,0)",pd.Series.map,np.where
1,rossmann-store-sales,https://www.kaggle.com/cast42/xgboost-extra-features,"data.loc[data.Open.isnull(), 'Open']","data.ix[data.Open.isnull(), 'Open']",pd.DataFrame.loc,pd.DataFrame.ix
1,rossmann-store-sales,https://www.kaggle.com/dvasyukova/predict-sales-with-pandas-py,"test.loc[test.Open.isnull(), 'Open']","test.ix[test.Open.isnull(), 'Open']",pd.DataFrame.loc,pd.DataFrame.ix
1,rossmann-store-sales,https://www.kaggle.com/inpefess/xgboost-in-python-with-rmspe,"data.loc[data['StateHoliday'] == 'b', 'StateHoliday']","data.ix[data['StateHoliday'] == 'b', 'StateHoliday']",pd.DataFrame.loc,pd.DataFrame.ix
1,rossmann-store-sales,https://www.kaggle.com/zygmunt/predict-sales-with-pandas-py,"test2.loc[test2.Open == 0, 'Sales']","test2.ix[test2.Open == 0, 'Sales']",pd.DataFrame.loc,pd.DataFrame.ix
0,santa-gift-matching,https://www.kaggle.com/batzner/small-dataset-generator,np.where(gift_pref[child_id] == gift_id),np.nonzero(gift_pref[child_id] == gift_id),np.where,np.nonzero
0,santa-gift-matching,https://www.kaggle.com/zeta2191622/how-to-get-a-score-of-0-894-in-two-minutes,"np.full((1000000, 1000), -1, dtype=np.int16)","np.empty((1000000, 1000), dtype=np.int16) ; r2[:] = -1",np.full,np.empty
0,santa-gift-matching,https://www.kaggle.com/zeta2191622/how-to-get-a-score-of-0-894-in-two-minutes,"np.full((1000, 1000000), -1, dtype=np.int16)","np.empty((1000, 1000000), dtype=np.int16) ; r2[:] = -1",np.full,np.empty
1,santa-gift-matching,https://www.kaggle.com/batzner/small-dataset-generator,np.where(child_pref[gift_id] == child_id),np.nonzero(child_pref[gift_id] == child_id),np.where,np.nonzero
1,santa-gift-matching,https://www.kaggle.com/zfturbo/greedy-children-baseline-v2-0-7455,np.where(wish[child_id] == gift_id),np.nonzero(wish[child_id] == gift_id),np.where,np.nonzero
0,santander-customer-satisfaction,https://www.kaggle.com/cast42/calibratedcv-xgboost,np.sum(y == 1),np.count_nonzero(y == 1),np.sum,np.count_nonzero
0,santander-customer-satisfaction,https://www.kaggle.com/cast42/calibratedcv-xgboost,np.sum(y == 0),np.count_nonzero(y == 0),np.sum,np.count_nonzero
0,santander-customer-satisfaction,https://www.kaggle.com/cast42/calibratedcv-xgboost,np.sum(y == 1),(y == 1).sum(),np.sum,np.ndarray.sum
0,santander-customer-satisfaction,https://www.kaggle.com/gilbar/visualizing-data,"train.loc[:, (keep)]","train.ix[:, (keep)]",pd.DataFrame.loc,pd.DataFrame.ix
0,santander-customer-satisfaction,https://www.kaggle.com/tuomastik/pca-visualization,np.where(y_train == class_ix),np.nonzero(y_train == class_ix),np.where,np.nonzero
1,santander-customer-satisfaction,https://www.kaggle.com/brajen259/pca-and-xgb,"test.loc[test[f] < lim, f]","test.ix[test[f] < lim, f]",pd.DataFrame.loc,pd.DataFrame.ix
1,santander-customer-satisfaction,https://www.kaggle.com/ganliu/testwhy,"train.loc[train['TARGET'] == 1, features + ['TARGET']]","train.ix[train['TARGET'] == 1, features + ['TARGET']]",pd.DataFrame.loc,pd.DataFrame.ix
1,santander-customer-satisfaction,https://www.kaggle.com/gilbar/visualizing-data,"X.loc[:, (ranges > 1000)]","X.ix[:, (ranges > 1000)]",pd.DataFrame.loc,pd.DataFrame.ix
1,santander-customer-satisfaction,https://www.kaggle.com/gouxute1/xgboost-and-simple-data-cleaning,"df_train.loc[df_train['n0'] == 0, 'n0']","df_train.ix[df_train['n0'] == 0, 'n0']",pd.DataFrame.loc,pd.DataFrame.ix
1,santander-customer-satisfaction,https://www.kaggle.com/inversion/pls-visualization-2,np.where(y_train == class_ix),np.nonzero(y_train == class_ix),np.where,np.nonzero
1,santander-customer-satisfaction,https://www.kaggle.com/scirpus/3-little-models,a_s.sum(),"np.sum(a_s,)",np.ndarray.sum,np.sum
0,santander-product-recommendation,https://www.kaggle.com/demoonism/rf-multilabel-framework-lb-0-022475,"np.hstack([train_X, temp_train_X])","np.append(train_X, temp_train_X, axis=1)",np.hstack,np.append
0,santander-product-recommendation,https://www.kaggle.com/demoonism/rf-multilabel-framework-lb-0-022475,"np.hstack([test_X, temp_test_X])","np.append(test_X, temp_test_X, axis=1)",np.hstack,np.append
0,santander-product-recommendation,https://www.kaggle.com/demoonism/rf-multilabel-framework-lb-0-022475,"np.hstack([train_X, temp_train_X])","np.concatenate([train_X, temp_train_X], axis=1)",np.hstack,np.concatenate
0,santander-product-recommendation,https://www.kaggle.com/demoonism/rf-multilabel-framework-lb-0-022475,"np.hstack([test_X, temp_test_X])","np.concatenate([test_X, temp_test_X], axis=1)",np.hstack,np.concatenate
