postid,type,questionid,tags,source,content,ce1,ce2,t1,t2
26791753,answer,26791687,"python,numpy",codeblock,https://stackoverflow.com/questions/26791753,"q = x[np.ix_(c1, c2, c3, c4)]","q = (((x[c1,:,:,:])[:,c2,:,:])[:,:,c3,:])[:,:,:,c4]",0.0193,237
26820109,answer,26816590,"python,numpy",codeblock,https://stackoverflow.com/questions/26820109,numpy.argmax(x),numpy.argmax(l),0.00655,0.729
26848526,answer,26832188,"python,pandas",sentence,"note that using map will become much slower than the numpy.in1d method, when data dimension gets large:",numpy.in1d,map,,
26848526,answer,26832188,"python,pandas",codeblock,https://stackoverflow.com/questions/26848526,"np.in1d(df.Variable, List_vals1)","map(lambda x: 1 if x in List_vals1 else 0, df['Variable'])",0.112,0.287
26849694,answer,26849411,"python,pandas,aggregate",codeblock,https://stackoverflow.com/questions/26849694,"df.groupby(['name', 'value']).agg(len).unstack().fillna(0)","pd.crosstab(df.name, df.value)",3.26,7.5
26914273,answer,26911441,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/26914273,"np.any(np.any(b.reshape(b.shape+(1,)) - a.T.reshape((1,a.shape[1],a.shape[0])) == 0, axis=0), axis=1)","[np.any(np.in1d(b[:,i], a[:, i])) for i in range(a.shape[1])]",0.0395,3.13
26942785,answer,26942701,"python,numpy",codeblock,https://stackoverflow.com/questions/26942785,"np.random.randint(2*5,2*9)/2.","0.5 * ceil(2.0 * np.random.uniform(5.0, 9.0))",0.000329,0.00461
26961879,answer,26961805,"python,pandas",codeblock,https://stackoverflow.com/questions/26961879,(df[0].values.astype('<M8[Y]').astype('<i8')+1970).mean(),df[0].dt.year.mean(),5.14,5.18
26961879,answer,26961805,"python,pandas",codeblock,https://stackoverflow.com/questions/26961879,pd.DatetimeIndex(df[0]).year.mean(),(df[0].values.astype('<M8[Y]').astype('<i8')+1970).mean(),4.5,5.14
26961879,answer,26961805,"python,pandas",codeblock,https://stackoverflow.com/questions/26961879,pd.DatetimeIndex(df[0]).year.mean(),df[0].dt.year.mean(),4.5,5.18
26977495,answer,26977076,"python,pandas,dataframe,unique",codeblock,https://stackoverflow.com/questions/26977495,"pd.unique(df1[['Col1', 'Col2']].values.ravel('K'))","np.unique(df1[['Col1', 'Col2']].values)",38.9,1120
26977495,answer,26977076,"python,pandas,dataframe,unique",codeblock,https://stackoverflow.com/questions/26977495,"pd.unique(df1[['Col1', 'Col2']].values.ravel())","np.unique(df1[['Col1', 'Col2']].values)",49.9,1120
26977495,answer,26977076,"python,pandas,dataframe,unique",codeblock,https://stackoverflow.com/questions/26977495,"pd.unique(df1[['Col1', 'Col2']].values.ravel('K'))","pd.unique(df1[['Col1', 'Col2']].values.ravel())",38.9,49.9
27064099,answer,27063516,"python,numpy,pandas,merge",codeblock,https://stackoverflow.com/questions/27064099,df1.join(df2.T.set_index(df1.index)),"pd.concat([df1, df2.T.set_index(df1.index)], axis=1)",0.6,1.18
27138503,answer,27137794,"arrays,numpy,multidimensional-array",codeblock,https://stackoverflow.com/questions/27138503,"c=np.concatenate([a,b],-1)","c=np.empty([100,200,300,5]); c[...,:5]=a; c[...,5:]=b",241,311
27138503,answer,27137794,"arrays,numpy,multidimensional-array",codeblock,https://stackoverflow.com/questions/27138503,"c=np.vstack([a.T,b.T]).T","c=np.empty([100,200,300,5]); c[...,:5]=a; c[...,5:]=b",309,311
27138503,answer,27137794,"arrays,numpy,multidimensional-array",codeblock,https://stackoverflow.com/questions/27138503,"vc=np.concatenate([va,vb],0)","vc=np.empty([6,300,200,100]); vc[:5]=va; vc[5:]=vb",191,281
27138503,answer,27137794,"arrays,numpy,multidimensional-array",codeblock,https://stackoverflow.com/questions/27138503,"vc=np.empty([6,300,200,100]); vc[:5]=va; vc[5:]=vb","vc=np.vstack([va,vb])",281,284
27138503,answer,27137794,"arrays,numpy,multidimensional-array",codeblock,https://stackoverflow.com/questions/27138503,"vc=np.concatenate([va,vb],0)","vc=np.vstack([va,vb])",191,284
27138503,answer,27137794,"arrays,numpy,multidimensional-array",codeblock,https://stackoverflow.com/questions/27138503,"c=np.concatenate([a,b],-1)","c=np.vstack([a.T,b.T]).T",241,309
27238758,answer,27238066,"python,pandas,indexing",codeblock,https://stackoverflow.com/questions/27238758,df_with_index.loc[999],df[df['index'] == 999],0.0577,0.368
27464738,answer,27464039,"python,numpy",codeblock,https://stackoverflow.com/questions/27464738,np.empty_like(x),"np.empty((12488, 7588, 3), np.uint8)",0.0136,0.0149
27464738,answer,27464039,"python,numpy",codeblock,https://stackoverflow.com/questions/27464738,"np.zeros((12488, 7588, 3), np.uint8)",np.zeros_like(x),0.0151,420
27506458,answer,27506367,"python,datetime,pandas",codeblock,https://stackoverflow.com/questions/27506458,"pd.to_datetime(df['date'].astype(str), format='%Y%m%d')","df['date'].apply(lambda x: pd.to_datetime(str(x), format='%Y%m%d'))",0.396,2.55
27513412,answer,27513246,"python,numpy,matrix",codeblock,https://stackoverflow.com/questions/27513412,"np.vstack((a,b,c)).T","np.dstack((a, b, c)).squeeze()",0.0178,0.0182
27513412,answer,27513246,"python,numpy,matrix",codeblock,https://stackoverflow.com/questions/27513412,"np.concatenate((a, b, c)).reshape((-1, 3), order='F')","np.vstack((a,b,c)).T",0.00341,0.0178
27513412,answer,27513246,"python,numpy,matrix",codeblock,https://stackoverflow.com/questions/27513412,"np.concatenate((a, b, c)).reshape((-1, 3), order='F')","np.dstack((a, b, c)).squeeze()",0.00341,0.0182
27513412,answer,27513246,"python,numpy,matrix",codeblock,https://stackoverflow.com/questions/27513412,"np.dstack((a, b, c)).squeeze()","np.c_[a, b, c]",0.0182,0.0467
27513412,answer,27513246,"python,numpy,matrix",codeblock,https://stackoverflow.com/questions/27513412,"np.vstack((a,b,c)).T","np.c_[a, b, c]",0.0178,0.0467
27513412,answer,27513246,"python,numpy,matrix",codeblock,https://stackoverflow.com/questions/27513412,"np.concatenate((a, b, c)).reshape((-1, 3), order='F')","np.c_[a, b, c]",0.00341,0.0467
27567135,answer,26968551,"python,numpy,matrix",codeblock,https://stackoverflow.com/questions/27567135,"tt=np.einsum('pqrs, pqs->pqr',x,y)","zz= np.sum(x[:,:,:,None,:]*y[:,:,:,None,None],axis=-2)",0.151,0.274
27567135,answer,26968551,"python,numpy,matrix",codeblock,https://stackoverflow.com/questions/27567135,"zz= np.sum(x[:,:,:,None,:]*y[:,:,:,None],axis=-2)","tt=np.einsum('pqrs, pqsu->pqru',x,y)",0.153,3.45
27585152,answer,27585119,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/27585152,np.all(a==b),"np.array_equal(a, b)",13581.2,17950.9
27585152,answer,27585119,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/27585152,np.all(a==b),all(a==b),13581.2,30610.8
27585152,answer,27585119,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/27585152,np.all(a==b),"np.array_equal(a, b)",9980.97,13838.6
27585152,answer,27585119,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/27585152,all(a==b),"np.array_equal(a, b)",879.837,13838.6
27585152,answer,27585119,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/27585152,all(a==b),np.all(a==b),879.837,9980.97
27585152,answer,27585119,"python,arrays,numpy",sentence,note that the built-in all is much faster than np.all for small arrays (and np.array_equal is slower still):,all,np.all,,
27585152,answer,27585119,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/27585152,"np.array_equal(a, b)",all(a==b),17950.9,30610.8
27700702,comment,18780054,"python,pandas",sentence,"where seems to be faster than loc: df.outts.where(-pd.notnull(df.orts), df.orts, inplace=True)",where,loc,,
27761810,answer,27760584,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/27761810,"np.choose(boolvec[:,None],[a,b])","np.where(boolvec[:,None],b,a)",929,993
27761810,answer,27760584,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/27761810,"c=a.copy();c[boolvec,:]=b[boolvec,:]","c=a.copy();c[:,cols]=b[:,cols]",783,1440
27761810,answer,27760584,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/27761810,"np.where(cols,b,a)","np.choose(cols,[a,b])",878,915
27817752,answer,27817718,"python,pandas,dataframe,reverse",codeblock,https://stackoverflow.com/questions/27817752,"football.ix[::,football.columns[::-1]]",football[football.columns[::-1]],0.403,0.421
27819296,answer,27818968,"python,pandas",codeblock,https://stackoverflow.com/questions/27819296,df['CountryCount'] = df['PersonId'].map(df.groupby(['PersonId'])['Visited'].unique().apply(len)),df['CountryCount'] = df['PersonId'].map(df.groupby('PersonId')['Visited'].nunique()),1.29,2.52
27819296,answer,27818968,"python,pandas",codeblock,https://stackoverflow.com/questions/27819296,"df[""CountryCount""] = df.groupby(""PersonId"")[""Visited""].transform(pd.Series.nunique)",df['CountryCount'] = df['PersonId'].map(df.groupby('PersonId')['Visited'].nunique()),2.32,2.52
27819296,answer,27818968,"python,pandas",codeblock,https://stackoverflow.com/questions/27819296,df['CountryCount'] = df['PersonId'].map(df.groupby(['PersonId'])['Visited'].unique().apply(len)),"df[""CountryCount""] = df.groupby(""PersonId"")[""Visited""].transform(pd.Series.nunique)",1.29,2.32
27830642,answer,27830164,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/27830642,"o = np.einsum('ijk,ki->ji', R, v)","d = np.diagonal(np.dot(R, v), axis1=0, axis2=2)",0.0219,27.8
27834282,answer,25575356,"python,performance,optimization,numpy,scipy",codeblock,https://stackoverflow.com/questions/27834282,"A[np.ix_(indices, indices)]","A.take(indices, axis=0).take(indices, axis=1)",1020,1370
27834282,answer,25575356,"python,performance,optimization,numpy,scipy",codeblock,https://stackoverflow.com/questions/27834282,"A[np.ix_(indices, indices)]","A.take(indices, axis=0).take(indices, axis=1)",633,946
27868152,answer,27868020,"python,pandas",codeblock,https://stackoverflow.com/questions/27868152,"df3.loc[df3.groupby(""User"")[""X""].transform(sum) == 0]",df3.loc[df3.groupby('User')['X'].filter(lambda x: x.sum() == 0).index],11.4,13
27904006,answer,27903980,"python,arrays,numpy,min",codeblock,https://stackoverflow.com/questions/27904006,"np.minimum(input_b, 3, out=input_b)",input_b[input_b > input_a] = input_a,0.00253,0.00416
27978844,answer,27974746,"arrays,python-2.7,numpy,multidimensional-array,iteration",sentence,this np.ndindex approach is consistently a third faster than the apply_along_axis approach.,np.ndindex,apply_along_axis,,
28007256,answer,28005531,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/28007256,"A[np.arange(A.shape[0])[:,None],idx]","np.choose(idx,A.T[:,:,None])",0.0108,0.0308
28007256,answer,28005531,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/28007256,"A.flat[idx+np.arange(A.shape[0])[:,None]*A.shape[1]]","A[np.arange(A.shape[0])[:,None],idx]",0.0594,0.108
28007256,answer,28005531,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/28007256,"A[np.arange(A.shape[0])[:,None],idx]","A.flat[idx+np.arange(A.shape[0])[:,None]*A.shape[1]]",0.0108,0.0249
28007256,answer,28005531,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/28007256,"A.flat[idx+np.arange(A.shape[0])[:,None]*A.shape[1]]","np.choose(idx,A.T[:,:,None])",0.0249,0.0308
28129866,answer,28129674,"python,pandas,time-series",codeblock,https://stackoverflow.com/questions/28129866,df['Cumulative_Value'].diff(),df['Cumulative_Value'] - df['Cumulative_Value'].shift(),0.109,0.33
28129866,answer,28129674,"python,pandas,time-series",codeblock,https://stackoverflow.com/questions/28129866,df['Cumulative_Value'] - df['Cumulative_Value'].shift(),"df[['Cumulative_Value']].apply(lambda x: x - x.shift(), axis=1)",0.33,4.02
28129866,answer,28129674,"python,pandas,time-series",codeblock,https://stackoverflow.com/questions/28129866,df['Cumulative_Value'].diff(),"df[['Cumulative_Value']].apply(lambda x: x - x.shift(), axis=1)",0.109,4.02
28188064,answer,18158089,"python,pandas",codeblock,https://stackoverflow.com/questions/28188064,"df.drop_duplicates(['date', 'place', 'user'])['place'].value_counts()","df.groupby(['place', 'user', 'date']).place.count().groupby(level='place').count()",1.27,2.55
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,np.count_nonzero(df.isnull()),df.isnull().values.ravel().sum(),0.395,0.679
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,np.count_nonzero(df.isnull().values.ravel()),df.isnull().values.ravel().sum(),0.368,0.679
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,np.count_nonzero(df.isnull().values.ravel()),df.isnull().sum().sum(),0.368,6.56
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,sum(df.isnull().values.ravel()),df.isnull().values.ravel().sum(),0.675,0.679
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,"sum(map(any, df.apply(pd.isnull)))",df.shape[0] - df.dropna().shape[0],3.84,6.61
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,sum(df.isnull().values.ravel()),df.isnull().sum().sum(),0.675,6.56
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,np.count_nonzero(df.isnull()),df.isnull().sum().sum(),0.395,6.56
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,np.count_nonzero(df.isnull().values.ravel()),sum(df.isnull().values.ravel()),0.368,0.675
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,df.isnull().values.ravel().sum(),df.isnull().sum().sum(),0.679,6.56
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,np.count_nonzero(df.isnull().values.ravel()),np.count_nonzero(df.isnull()),0.368,0.395
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,np.count_nonzero(df.isnull()),sum(df.isnull().values.ravel()),0.395,0.675
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,df.shape[0] - df.dropna().shape[0],"sum([True for idx,row in df.iterrows() if any(row.isnull())])",6.61,9330
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,"sum([True for idx,row in df.iterrows() if any(row.isnull())])","sum(map(any, df.apply(pd.isnull)))",1.55,1.82
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,df.isnull().values.ravel().sum(),sum(df.isnull().values.ravel()),0.21,0.215
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,sum(df.isnull().values.ravel()),df.isnull().sum().sum(),0.215,0.605
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,df.isnull().values.ravel().sum(),df.isnull().sum().sum(),0.21,0.605
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,"sum(map(any, df.apply(pd.isnull)))","sum([True for idx,row in df.iterrows() if any(row.isnull())])",3.84,9330
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,df.shape[0] - df.dropna().shape[0],"sum(map(any, df.apply(pd.isnull)))",1.11,1.82
28199556,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28199556,df.shape[0] - df.dropna().shape[0],"sum([True for idx,row in df.iterrows() if any(row.isnull())])",1.11,1.55
28200127,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28200127,np.count_nonzero(df.isnull().values),df.isnull().sum().sum(),1.89,15.7
28200127,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28200127,np.count_nonzero(df.isnull().values),df.isnull().values.ravel().sum(),1.89,3.15
28200127,answer,28199524,"python,pandas,missing-data",codeblock,https://stackoverflow.com/questions/28200127,df.isnull().values.ravel().sum(),df.isnull().sum().sum(),3.15,15.7
28244503,answer,28244153,"python,pandas,boolean,nan,nonetype",codeblock,https://stackoverflow.com/questions/28244503,"any(df[df.columns[1:]].notnull(), axis=1).astype(int)","df[df.columns[1:]].apply(lambda x: all(x.isnull()) , axis=1).astype(int)",1.4,2.46
28256667,answer,28256618,"python,arrays,numpy,elementwise-operations",codeblock,https://stackoverflow.com/questions/28256667,"a = np.array([4,5,6]); b = np.array([7,8,9]); all(a>b)","a = np.array([4,5,6]); b = np.array([7,8,9]); np.all(a>b)",341.042,920.172
28313832,answer,28312374,"python,arrays,numpy",codeblock,https://stackoverflow.com/questions/28313832,"np.where((x[:,0]==0)&(x[:,1]==0)&(x[:,2]==0))","np.where(np.all(x == [0,0,0], axis=1) == True)",0.00357,0.0065
28364453,answer,28364136,"python,pandas",codeblock,https://stackoverflow.com/questions/28364453,x.loc[:(x.diff() > 1).argmax()].iloc[:-1],x.loc[(x.diff() > 1).cumsum() == 0],0.884,1.12
28385957,answer,28385666,"python,numpy",codeblock,https://stackoverflow.com/questions/28385957,"np.outer(b[None,:],b)","np.outer(b.reshape(1,-1),b)",287,288
28387285,answer,28387180,"python,csv,pandas",codeblock,https://stackoverflow.com/questions/28387285,"df[df[color_cols].apply(all_equal, axis=1)].imageName","df[df.eval(""color1 == color2 & color3 == color4 & color1 == color3"")].imageName",2.55,7.53
28387285,answer,28387180,"python,csv,pandas",codeblock,https://stackoverflow.com/questions/28387285,df[(df['color1'] == df['color2']) & (df['color3'] == df['color4']) & (df1['color1'] == df['color3'])].imageName,"df.query(""color1 == color2 == color3 == color4"").imageName",3.22,7.24
28424848,answer,28424599,"python,numpy,slice",codeblock,https://stackoverflow.com/questions/28424848,"np.r_[tuple([slice(i[0],i[1]) for i in slices])]","data[np.r_[tuple([slice(i[0],i[1]) for i in slices])]]",0.0675,0.079
28424848,answer,28424599,"python,numpy,slice",codeblock,https://stackoverflow.com/questions/28424848,"data[[idx for iin, iout in slices for idx in range(iin,iout)]]","np.take(data, [idx for iin, iout in slices for idx in range(iin,iout)])",0.0922,0.0925
28696301,answer,28696232,"python,pandas",codeblock,https://stackoverflow.com/questions/28696301,"np.logical_or.reduce([(table['OPINION'] == val) for val in ('buy', 'neutral')])",table['OPINION'].str.contains(r'buy|neutral'),204,474
28696301,answer,28696232,"python,pandas",codeblock,https://stackoverflow.com/questions/28696301,"table['OPINION'].isin(['buy', 'neutral'])","np.logical_or.reduce([(table['OPINION'] == val) for val in ('buy', 'neutral')])",40,204
28696301,answer,28696232,"python,pandas",codeblock,https://stackoverflow.com/questions/28696301,"table['OPINION'].isin(['buy', 'neutral'])",table['OPINION'].str.contains(r'buy|neutral'),40,474
28760412,answer,28759048,"python,pandas,wildcard",codeblock,https://stackoverflow.com/questions/28760412,"df1 = pd.DataFrame(np.ones(df.shape), columns=df.columns)","df2 = df.copy(); df2.loc[:, :] = 1",0.0946,0.245
28767692,answer,28767642,"python,list,python-3.x,numpy,itertools",codeblock,https://stackoverflow.com/questions/28767692,"all(starmap(lt, zip(a, b)))","all(i < j for (i, j) in zip(a, b))",0.487,0.995
28856131,answer,28855695,"python,numpy,pandas",codeblock,https://stackoverflow.com/questions/28856131,vec[idx] = 1.2,sr.values[idx] = 1.2,0.0258,0.0273
28907744,answer,28904411,"python,matlab,numpy,matrix",codeblock,https://stackoverflow.com/questions/28907744,"W = np.maximum( A, A.T)",W = A + A.T - np.diag(A.diagonal()),5.65,11.7
28907744,answer,28904411,"python,matlab,numpy,matrix",codeblock,https://stackoverflow.com/questions/28907744,"W = np.maximum( A, A.T)",W = A + A.T - np.diag(A.diagonal()),0.0286,0.0498
28907744,answer,28904411,"python,matlab,numpy,matrix",codeblock,https://stackoverflow.com/questions/28907744,"W = np.maximum( A, A.T)",W = A + A.T - np.diag(A.diagonal()),0.00295,0.00988
28932799,answer,28931900,"python,numpy",sentence,np.ix_ is faster than np.ogrid.,np.ix_,np.ogrid,,
28932799,answer,28931900,"python,numpy",codeblock,https://stackoverflow.com/questions/28932799,"Abig[np.ix_(*[np.arange(x) for x in Jbig.shape])+(Jbig,)]","Abig.ravel()[Jbig+Abig.shape[-1]*np.arange(0,np.prod(Jbig.shape)).reshape(Jbig.shape) ]",0.0227,0.0448
28932799,answer,28931900,"python,numpy",codeblock,https://stackoverflow.com/questions/28932799,"Abig.ravel()[Jbig+Abig.shape[-1]*np.arange(0,np.prod(Jbig.shape)).reshape(Jbig.shape) ]","Jbig.choose(np.rollaxis(Abig,-1))",0.0448,0.0731
28932799,answer,28931900,"python,numpy",codeblock,https://stackoverflow.com/questions/28932799,"Abig[np.ix_(*[np.arange(x) for x in Jbig.shape])+(Jbig,)]","Jbig.choose(np.rollaxis(Abig,-1))",0.0227,0.0731
28933768,answer,28933537,"python,python-2.7,pandas",codeblock,https://stackoverflow.com/questions/28933768,"pd.DataFrame(Counter(pd.DataFrame(dictionary).Year).items(), columns=['Year', 'Count'])",pd.DataFrame(dictionary).groupby('Year')['Year'].count(),0.672,0.777
28969776,answer,28969573,"arrays,numpy,matrix",codeblock,https://stackoverflow.com/questions/28969776,"A = np.zeros((500, 300)); A.ravel()[:len(B)] = B","A = np.zeros((500, 300)); A.flat[:len(B)] = B",0.0916,0.158
28969776,answer,28969573,"arrays,numpy,matrix",codeblock,https://stackoverflow.com/questions/28969776,"A = np.zeros((500, 300)); A.flat[:len(B)] = B","A = np.zeros((500, 300)); np.put(A, np.arange(len(B)), B)",0.158,0.238
28969776,answer,28969573,"arrays,numpy,matrix",codeblock,https://stackoverflow.com/questions/28969776,"A = np.zeros((500, 300)); A.ravel()[:len(B)] = B","A = np.zeros((500, 300)); np.put(A, np.arange(len(B)), B)",0.0916,0.238
28969776,answer,28969573,"arrays,numpy,matrix",sentence,"which suggests that A.ravel()[:len(B)] = B is the faster than A.flat[:len(B)] = B which is faster than np.put(A, np.arange(len(B)), B).",A.flat[:len(B)] = B,"np.put(A, np.arange(len(B)), B)",,
28969776,answer,28969573,"arrays,numpy,matrix",sentence,"which suggests that A.ravel()[:len(B)] = B is the faster than A.flat[:len(B)] = B which is faster than np.put(A, np.arange(len(B)), B).",A.ravel()[:len(B)] = B,A.flat[:len(B)] = B,,
29090717,answer,29090342,"python,numpy,pool",codeblock,https://stackoverflow.com/questions/29090717,"np.dot(b,b)","np.dot(a,a)",28.1,6910
29235615,answer,29234661,"python,pandas,ipython,dataframe",codeblock,https://stackoverflow.com/questions/29235615,df['col2'] = df['col2'].apply(lambda x: '-'.join(set(x.split('-')))),df['col2'].str.split('-').apply(lambda x: '-'.join(set(x))),0.246,0.418
29287954,answer,29287847,"python,pandas",codeblock,https://stackoverflow.com/questions/29287954,"df['email'] = df['email'].str.replace(r'@.+', '@newcompany.com')","df['email'] = df['email'].replace(r'@.+', '@newcompany.com', regex=True)",0.632,0.738
29298599,answer,29298577,"python,string,datetime,pandas,type-conversion",codeblock,https://stackoverflow.com/questions/29298599,"pd.to_datetime(df['Date'], errors='coerce')",df['Date'].apply(func),0.0658,0.186
29305456,answer,29298789,"python,numpy,pandas,apply,cumulative-sum",codeblock,https://stackoverflow.com/questions/29305456,np.cumsum(v*(h+l)/2) / np.cumsum(v),(df.v*(df.h+df.l)/2).cumsum() / df.v.cumsum(),0.165,0.829
29311751,answer,29281680,"python,arrays,list,numpy",sentence,"two other reasons why a[100][100] (getting from the list) is quicker than b[100,100] (getting from the array) are that:",a[100][100],"b[100,100]",,
29378496,answer,29377590,"python,matlab,numpy",sentence,so np.abs(t-t[0]) is faster than abs(t-t[0]).,np.abs(t-t[0]),abs(t-t[0]),,
29444822,answer,29444666,"python,arrays,numpy,scipy",codeblock,https://stackoverflow.com/questions/29444822,"np.interp(np.arange((len(A) - 1) * 10 + 1), np.arange(0, 10*len(A), 10), A)","np.unique(np.hstack(np.linspace(a, b, 10 + 1) for a, b in zip(A[:-1], A[1:])))",0.0103,0.14
29444822,answer,29444666,"python,arrays,numpy,scipy",codeblock,https://stackoverflow.com/questions/29444822,"np.interp(np.arange((len(A) - 1) * 10 + 1), np.arange(0, 10*len(A), 10), A)","np.append(np.concatenate([np.linspace(i, j, 10, False) for i, j in zip(A, A[1:])]), A[-1])",0.0103,0.0942
29444822,answer,29444666,"python,arrays,numpy,scipy",codeblock,https://stackoverflow.com/questions/29444822,"np.append(np.concatenate([np.linspace(i, j, 10, False) for i, j in zip(A, A[1:])]), A[-1])","np.unique(np.hstack(np.linspace(a, b, 10 + 1) for a, b in zip(A[:-1], A[1:])))",0.0942,0.14
29507658,answer,14446744,"python,performance,pandas,date-formatting",codeblock,https://stackoverflow.com/questions/29507658,"read_csv('test.csv', cache={})","pd.read_csv('test.csv', parse_dates=[['date', 'time']])",62.6,10300
29530601,answer,29530232,"python,pandas,dataframe,nan",codeblock,https://stackoverflow.com/questions/29530601,df.isnull().values.any(),df.isnull().sum().sum(),0.948,18
29530601,answer,29530232,"python,pandas,dataframe,nan",codeblock,https://stackoverflow.com/questions/29530601,df.isnull().values.sum(),df.isnull().any().any(),2.15,14.7
29530601,answer,29530232,"python,pandas,dataframe,nan",codeblock,https://stackoverflow.com/questions/29530601,df.isnull().any().any(),df.isnull().sum().sum(),14.7,18
29530601,answer,29530232,"python,pandas,dataframe,nan",codeblock,https://stackoverflow.com/questions/29530601,df.isnull().values.any(),df.isnull().any().any(),0.948,14.7
29530601,answer,29530232,"python,pandas,dataframe,nan",codeblock,https://stackoverflow.com/questions/29530601,df.isnull().values.sum(),df.isnull().sum().sum(),2.15,18
29530601,answer,29530232,"python,pandas,dataframe,nan",codeblock,https://stackoverflow.com/questions/29530601,df.isnull().values.any(),df.isnull().values.sum(),0.948,2.15
29630877,answer,29630445,"python,arrays,performance,numpy,multiplication",codeblock,https://stackoverflow.com/questions/29630877,"(x.reshape((n, -1), order='f') * y).ravel('f')","(y[:, np.newaxis] * x.reshape((-1, n))).flatten()",0.00498,0.0074
29662834,answer,29660252,"python,csv,numpy,scikit-learn",sentence,"if you have pandas installed, then pandas.read_csv will probably be faster than np.loadtxt for a large array such as this one.",pandas.read_csv,np.loadtxt,,
29680339,answer,29678154,"python,parsing,csv,numpy,pandas",codeblock,https://stackoverflow.com/questions/29680339,"pd.read_csv('test.csv', delimiter=',', engine='c')","pd.read_csv('test.csv', delimiter=',', engine='python')",6470,9190
29680339,answer,29678154,"python,parsing,csv,numpy,pandas",codeblock,https://stackoverflow.com/questions/29680339,"pd.read_csv('test.csv', delimiter=',', engine='python', header=None)","pd.read_csv('test.csv', delimiter=',', engine='python')",6260,9190
29680339,answer,29678154,"python,parsing,csv,numpy,pandas",codeblock,https://stackoverflow.com/questions/29680339,"pd.read_csv('test.csv', delimiter=',', engine='c', header=None)","pd.read_csv('test.csv', delimiter=',', engine='python')",6460,9190
29680339,answer,29678154,"python,parsing,csv,numpy,pandas",codeblock,https://stackoverflow.com/questions/29680339,"pd.read_csv('test.csv', delimiter=',', engine='python', header=None)","pd.read_csv('test.csv', delimiter=',', engine='c')",6260,6470
29680339,answer,29678154,"python,parsing,csv,numpy,pandas",codeblock,https://stackoverflow.com/questions/29680339,"pd.read_csv('test.csv', delimiter=',', engine='c', header=None)","pd.read_csv('test.csv', delimiter=',', engine='c')",6460,6470
29680339,answer,29678154,"python,parsing,csv,numpy,pandas",codeblock,https://stackoverflow.com/questions/29680339,"pd.read_csv('test.csv', delimiter=',', engine='python', header=None)","pd.read_csv('test.csv', delimiter=',', engine='c', header=None)",6260,6460
29680339,answer,29678154,"python,parsing,csv,numpy,pandas",codeblock,https://stackoverflow.com/questions/29680339,"pd.read_csv('test.csv', sep=',', engine='c', header=None, na_filter=False)","pd.read_csv('test.csv', sep=',', engine='c', header=None)",4720,6420
